"Plot Title: DRYAS_11T_Backup"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 9740237, SEN S/N: 9740237, LBL: If 11T resets and fails.)","Coupler Attached (LGR S/N: 9740237)","Coupler Detached (LGR S/N: 9740237)","Host Connected (LGR S/N: 9740237)","Stopped (LGR S/N: 9740237)","End Of File (LGR S/N: 9740237)"
525,07/09/22 02:30:00  AM,7.983,,,,,
526,07/09/22 02:45:00  AM,8.879,,,,,
527,07/09/22 03:00:00  AM,9.472,,,,,
528,07/09/22 03:15:00  AM,9.373,,,,,
529,07/09/22 03:30:00  AM,10.063,,,,,
530,07/09/22 03:45:00  AM,11.916,,,,,
531,07/09/22 04:00:00  AM,9.275,,,,,
532,07/09/22 04:15:00  AM,9.373,,,,,
533,07/09/22 04:30:00  AM,12.304,,,,,
534,07/09/22 04:45:00  AM,14.038,,,,,
535,07/09/22 05:00:00  AM,11.334,,,,,
536,07/09/22 05:15:00  AM,10.259,,,,,
537,07/09/22 05:30:00  AM,9.472,,,,,
538,07/09/22 05:45:00  AM,9.176,,,,,
539,07/09/22 06:00:00  AM,11.139,,,,,
540,07/09/22 06:15:00  AM,12.883,,,,,
541,07/09/22 06:30:00  AM,13.654,,,,,
542,07/09/22 06:45:00  AM,14.421,,,,,
543,07/09/22 07:00:00  AM,14.613,,,,,
544,07/09/22 07:15:00  AM,11.916,,,,,
545,07/09/22 07:30:00  AM,11.334,,,,,
546,07/09/22 07:45:00  AM,12.110,,,,,
547,07/09/22 08:00:00  AM,17.950,,,,,
548,07/09/22 08:15:00  AM,21.664,,,,,
549,07/09/22 08:30:00  AM,15.569,,,,,
550,07/09/22 08:45:00  AM,15.664,,,,,
551,07/09/22 09:00:00  AM,16.523,,,,,
552,07/09/22 09:15:00  AM,17.855,,,,,
553,07/09/22 09:30:00  AM,16.999,,,,,
554,07/09/22 09:45:00  AM,16.332,,,,,
555,07/09/22 10:00:00  AM,13.942,,,,,
556,07/09/22 10:15:00  AM,12.594,,,,,
557,07/09/22 10:30:00  AM,12.690,,,,,
558,07/09/22 10:45:00  AM,14.900,,,,,
559,07/09/22 11:00:00  AM,17.094,,,,,
560,07/09/22 11:15:00  AM,15.664,,,,,
561,07/09/22 11:30:00  AM,17.094,,,,,
562,07/09/22 11:45:00  AM,19.758,,,,,
563,07/09/22 12:00:00  PM,17.189,,,,,
564,07/09/22 12:15:00  PM,16.523,,,,,
565,07/09/22 12:30:00  PM,16.999,,,,,
566,07/09/22 12:45:00  PM,18.901,,,,,
567,07/09/22 01:00:00  PM,15.473,,,,,
568,07/09/22 01:15:00  PM,17.475,,,,,
569,07/09/22 01:30:00  PM,17.189,,,,,
570,07/09/22 01:45:00  PM,18.045,,,,,
571,07/09/22 02:00:00  PM,17.475,,,,,
572,07/09/22 02:15:00  PM,16.427,,,,,
573,07/09/22 02:30:00  PM,16.713,,,,,
574,07/09/22 02:45:00  PM,17.284,,,,,
575,07/09/22 03:00:00  PM,15.664,,,,,
576,07/09/22 03:15:00  PM,15.378,,,,,
577,07/09/22 03:30:00  PM,13.269,,,,,
578,07/09/22 03:45:00  PM,12.304,,,,,
579,07/09/22 04:00:00  PM,13.365,,,,,
580,07/09/22 04:15:00  PM,15.473,,,,,
581,07/09/22 04:30:00  PM,13.173,,,,,
582,07/09/22 04:45:00  PM,10.846,,,,,
583,07/09/22 05:00:00  PM,8.978,,,,,
584,07/09/22 05:15:00  PM,9.275,,,,,
585,07/09/22 05:30:00  PM,12.980,,,,,
586,07/09/22 05:45:00  PM,12.110,,,,,
587,07/09/22 06:00:00  PM,9.472,,,,,
588,07/09/22 06:15:00  PM,12.690,,,,,
589,07/09/22 06:30:00  PM,17.570,,,,,
590,07/09/22 06:45:00  PM,12.110,,,,,
591,07/09/22 07:00:00  PM,9.669,,,,,
592,07/09/22 07:15:00  PM,9.275,,,,,
593,07/09/22 07:30:00  PM,10.553,,,,,
594,07/09/22 07:45:00  PM,12.401,,,,,
595,07/09/22 08:00:00  PM,10.063,,,,,
596,07/09/22 08:15:00  PM,10.161,,,,,
597,07/09/22 08:30:00  PM,8.779,,,,,
598,07/09/22 08:45:00  PM,6.877,,,,,
599,07/09/22 09:00:00  PM,6.877,,,,,
600,07/09/22 09:15:00  PM,8.680,,,,,
601,07/09/22 09:30:00  PM,9.472,,,,,
602,07/09/22 09:45:00  PM,5.552,,,,,
603,07/09/22 10:00:00  PM,5.450,,,,,
604,07/09/22 10:15:00  PM,7.782,,,,,
605,07/09/22 10:30:00  PM,10.357,,,,,
606,07/09/22 10:45:00  PM,9.176,,,,,
607,07/09/22 11:00:00  PM,7.882,,,,,
608,07/09/22 11:15:00  PM,7.280,,,,,
609,07/09/22 11:30:00  PM,8.282,,,,,
610,07/09/22 11:45:00  PM,10.063,,,,,
611,07/10/22 12:00:00  AM,11.625,,,,,
612,07/10/22 12:15:00  AM,10.357,,,,,
613,07/10/22 12:30:00  AM,6.370,,,,,
614,07/10/22 12:45:00  AM,5.450,,,,,
615,07/10/22 01:00:00  AM,6.166,,,,,
616,07/10/22 01:15:00  AM,7.582,,,,,
617,07/10/22 01:30:00  AM,6.674,,,,,
618,07/10/22 01:45:00  AM,6.471,,,,,
619,07/10/22 02:00:00  AM,8.382,,,,,
620,07/10/22 02:15:00  AM,10.161,,,,,
621,07/10/22 02:30:00  AM,8.481,,,,,
622,07/10/22 02:45:00  AM,8.481,,,,,
623,07/10/22 03:00:00  AM,9.472,,,,,
624,07/10/22 03:15:00  AM,8.581,,,,,
625,07/10/22 03:30:00  AM,10.161,,,,,
626,07/10/22 03:45:00  AM,9.669,,,,,
627,07/10/22 04:00:00  AM,8.879,,,,,
628,07/10/22 04:15:00  AM,7.882,,,,,
629,07/10/22 04:30:00  AM,9.373,,,,,
630,07/10/22 04:45:00  AM,10.161,,,,,
631,07/10/22 05:00:00  AM,12.401,,,,,
632,07/10/22 05:15:00  AM,13.750,,,,,
633,07/10/22 05:30:00  AM,12.013,,,,,
634,07/10/22 05:45:00  AM,9.965,,,,,
635,07/10/22 06:00:00  AM,9.571,,,,,
636,07/10/22 06:15:00  AM,10.455,,,,,
637,07/10/22 06:30:00  AM,12.110,,,,,
638,07/10/22 06:45:00  AM,10.748,,,,,
639,07/10/22 07:00:00  AM,8.382,,,,,
640,07/10/22 07:15:00  AM,9.077,,,,,
641,07/10/22 07:30:00  AM,9.275,,,,,
642,07/10/22 07:45:00  AM,9.275,,,,,
643,07/10/22 08:00:00  AM,9.965,,,,,
644,07/10/22 08:15:00  AM,8.282,,,,,
645,07/10/22 08:30:00  AM,8.978,,,,,
646,07/10/22 08:45:00  AM,10.748,,,,,
647,07/10/22 09:00:00  AM,11.528,,,,,
648,07/10/22 09:15:00  AM,11.916,,,,,
649,07/10/22 09:30:00  AM,12.110,,,,,
650,07/10/22 09:45:00  AM,12.304,,,,,
651,07/10/22 10:00:00  AM,8.481,,,,,
652,07/10/22 10:15:00  AM,8.182,,,,,
653,07/10/22 10:30:00  AM,8.779,,,,,
654,07/10/22 10:45:00  AM,9.373,,,,,
655,07/10/22 11:00:00  AM,9.768,,,,,
656,07/10/22 11:15:00  AM,10.944,,,,,
657,07/10/22 11:30:00  AM,10.651,,,,,
658,07/10/22 11:45:00  AM,9.373,,,,,
659,07/10/22 12:00:00  PM,9.669,,,,,
660,07/10/22 12:15:00  PM,9.373,,,,,
661,07/10/22 12:30:00  PM,9.866,,,,,
662,07/10/22 12:45:00  PM,10.455,,,,,
663,07/10/22 01:00:00  PM,11.722,,,,,
664,07/10/22 01:15:00  PM,11.722,,,,,
665,07/10/22 01:30:00  PM,11.334,,,,,
666,07/10/22 01:45:00  PM,12.594,,,,,
667,07/10/22 02:00:00  PM,14.517,,,,,
668,07/10/22 02:15:00  PM,12.401,,,,,
669,07/10/22 02:30:00  PM,11.334,,,,,
670,07/10/22 02:45:00  PM,10.357,,,,,
671,07/10/22 03:00:00  PM,12.207,,,,,
672,07/10/22 03:15:00  PM,13.942,,,,,
673,07/10/22 03:30:00  PM,17.094,,,,,
674,07/10/22 03:45:00  PM,14.613,,,,,
675,07/10/22 04:00:00  PM,15.760,,,,,
676,07/10/22 04:15:00  PM,18.236,,,,,
677,07/10/22 04:30:00  PM,21.760,,,,,
678,07/10/22 04:45:00  PM,20.138,,,,,
679,07/10/22 05:00:00  PM,15.760,,,,,
680,07/10/22 05:15:00  PM,15.855,,,,,
681,07/10/22 05:30:00  PM,16.999,,,,,
682,07/10/22 05:45:00  PM,16.332,,,,,
683,07/10/22 06:00:00  PM,16.141,,,,,
684,07/10/22 06:15:00  PM,18.711,,,,,
685,07/10/22 06:30:00  PM,17.760,,,,,
686,07/10/22 06:45:00  PM,15.760,,,,,
687,07/10/22 07:00:00  PM,12.980,,,,,
688,07/10/22 07:15:00  PM,13.076,,,,,
689,07/10/22 07:30:00  PM,14.900,,,,,
690,07/10/22 07:45:00  PM,17.665,,,,,
691,07/10/22 08:00:00  PM,15.282,,,,,
692,07/10/22 08:15:00  PM,14.517,,,,,
693,07/10/22 08:30:00  PM,13.076,,,,,
694,07/10/22 08:45:00  PM,11.722,,,,,
695,07/10/22 09:00:00  PM,11.722,,,,,
696,07/10/22 09:15:00  PM,10.748,,,,,
697,07/10/22 09:30:00  PM,10.357,,,,,
698,07/10/22 09:45:00  PM,9.077,,,,,
699,07/10/22 10:00:00  PM,8.082,,,,,
700,07/10/22 10:15:00  PM,6.877,,,,,
701,07/10/22 10:30:00  PM,6.877,,,,,
702,07/10/22 10:45:00  PM,6.674,,,,,
703,07/10/22 11:00:00  PM,7.280,,,,,
704,07/10/22 11:15:00  PM,7.381,,,,,
705,07/10/22 11:30:00  PM,5.860,,,,,
706,07/10/22 11:45:00  PM,6.064,,,,,
707,07/11/22 12:00:00  AM,5.655,,,,,
708,07/11/22 12:15:00  AM,6.064,,,,,
709,07/11/22 12:30:00  AM,6.166,,,,,
710,07/11/22 12:45:00  AM,6.674,,,,,
711,07/11/22 01:00:00  AM,6.370,,,,,
712,07/11/22 01:15:00  AM,5.757,,,,,
713,07/11/22 01:30:00  AM,5.860,,,,,
714,07/11/22 01:45:00  AM,6.268,,,,,
715,07/11/22 02:00:00  AM,6.978,,,,,
716,07/11/22 02:15:00  AM,8.182,,,,,
717,07/11/22 02:30:00  AM,8.481,,,,,
718,07/11/22 02:45:00  AM,8.382,,,,,
719,07/11/22 03:00:00  AM,9.768,,,,,
720,07/11/22 03:15:00  AM,10.357,,,,,
721,07/11/22 03:30:00  AM,9.472,,,,,
722,07/11/22 03:45:00  AM,9.965,,,,,
723,07/11/22 04:00:00  AM,9.176,,,,,
724,07/11/22 04:15:00  AM,9.571,,,,,
725,07/11/22 04:30:00  AM,12.013,,,,,
726,07/11/22 04:45:00  AM,12.401,,,,,
727,07/11/22 05:00:00  AM,11.916,,,,,
728,07/11/22 05:15:00  AM,11.334,,,,,
729,07/11/22 05:30:00  AM,10.455,,,,,
730,07/11/22 05:45:00  AM,10.455,,,,,
731,07/11/22 06:00:00  AM,11.334,,,,,
732,07/11/22 06:15:00  AM,10.944,,,,,
733,07/11/22 06:30:00  AM,9.077,,,,,
734,07/11/22 06:45:00  AM,10.063,,,,,
735,07/11/22 07:00:00  AM,10.259,,,,,
736,07/11/22 07:15:00  AM,11.528,,,,,
737,07/11/22 07:30:00  AM,13.365,,,,,
738,07/11/22 07:45:00  AM,13.365,,,,,
739,07/11/22 08:00:00  AM,12.401,,,,,
740,07/11/22 08:15:00  AM,12.207,,,,,
741,07/11/22 08:30:00  AM,12.304,,,,,
742,07/11/22 08:45:00  AM,12.690,,,,,
743,07/11/22 09:00:00  AM,13.750,,,,,
744,07/11/22 09:15:00  AM,13.173,,,,,
745,07/11/22 09:30:00  AM,12.980,,,,,
746,07/11/22 09:45:00  AM,13.461,,,,,
747,07/11/22 10:00:00  AM,13.750,,,,,
748,07/11/22 10:15:00  AM,13.750,,,,,
749,07/11/22 10:30:00  AM,13.461,,,,,
750,07/11/22 10:45:00  AM,13.461,,,,,
751,07/11/22 11:00:00  AM,14.134,,,,,
752,07/11/22 11:15:00  AM,14.709,,,,,
753,07/11/22 11:30:00  AM,14.421,,,,,
754,07/11/22 11:45:00  AM,13.942,,,,,
755,07/11/22 12:00:00  PM,13.365,,,,,
756,07/11/22 12:15:00  PM,12.690,,,,,
757,07/11/22 12:30:00  PM,12.594,,,,,
758,07/11/22 12:45:00  PM,13.654,,,,,
759,07/11/22 01:00:00  PM,13.269,,,,,
760,07/11/22 01:15:00  PM,13.846,,,,,
761,07/11/22 01:30:00  PM,13.558,,,,,
762,07/11/22 01:45:00  PM,12.594,,,,,
763,07/11/22 02:00:00  PM,13.269,,,,,
764,07/11/22 02:15:00  PM,13.750,,,,,
765,07/11/22 02:30:00  PM,14.517,,,,,
766,07/11/22 02:45:00  PM,13.076,,,,,
767,07/11/22 03:00:00  PM,11.819,,,,,
768,07/11/22 03:15:00  PM,11.041,,,,,
769,07/11/22 03:30:00  PM,13.750,,,,,
770,07/11/22 03:45:00  PM,14.230,,,,,
771,07/11/22 04:00:00  PM,13.558,,,,,
772,07/11/22 04:15:00  PM,13.461,,,,,
773,07/11/22 04:30:00  PM,12.013,,,,,
774,07/11/22 04:45:00  PM,11.819,,,,,
775,07/11/22 05:00:00  PM,12.883,,,,,
776,07/11/22 05:15:00  PM,13.173,,,,,
777,07/11/22 05:30:00  PM,12.980,,,,,
778,07/11/22 05:45:00  PM,11.625,,,,,
779,07/11/22 06:00:00  PM,12.401,,,,,
780,07/11/22 06:15:00  PM,14.038,,,,,
781,07/11/22 06:30:00  PM,13.846,,,,,
782,07/11/22 06:45:00  PM,12.401,,,,,
783,07/11/22 07:00:00  PM,11.916,,,,,
784,07/11/22 07:15:00  PM,12.497,,,,,
785,07/11/22 07:30:00  PM,14.230,,,,,
786,07/11/22 07:45:00  PM,13.076,,,,,
787,07/11/22 08:00:00  PM,12.980,,,,,
788,07/11/22 08:15:00  PM,10.748,,,,,
789,07/11/22 08:30:00  PM,12.013,,,,,
790,07/11/22 08:45:00  PM,14.421,,,,,
791,07/11/22 09:00:00  PM,14.517,,,,,
792,07/11/22 09:15:00  PM,11.528,,,,,
793,07/11/22 09:30:00  PM,12.013,,,,,
794,07/11/22 09:45:00  PM,8.879,,,,,
795,07/11/22 10:00:00  PM,6.978,,,,,
796,07/11/22 10:15:00  PM,6.674,,,,,
797,07/11/22 10:30:00  PM,8.082,,,,,
798,07/11/22 10:45:00  PM,9.077,,,,,
799,07/11/22 11:00:00  PM,7.079,,,,,
800,07/11/22 11:15:00  PM,7.179,,,,,
801,07/11/22 11:30:00  PM,8.382,,,,,
802,07/11/22 11:45:00  PM,8.879,,,,,
803,07/12/22 12:00:00  AM,7.381,,,,,
804,07/12/22 12:15:00  AM,7.481,,,,,
805,07/12/22 12:30:00  AM,6.978,,,,,
806,07/12/22 12:45:00  AM,8.382,,,,,
807,07/12/22 01:00:00  AM,9.077,,,,,
808,07/12/22 01:15:00  AM,9.472,,,,,
809,07/12/22 01:30:00  AM,9.373,,,,,
810,07/12/22 01:45:00  AM,9.866,,,,,
811,07/12/22 02:00:00  AM,8.581,,,,,
812,07/12/22 02:15:00  AM,9.275,,,,,
813,07/12/22 02:30:00  AM,10.748,,,,,
814,07/12/22 02:45:00  AM,13.942,,,,,
815,07/12/22 03:00:00  AM,14.900,,,,,
816,07/12/22 03:15:00  AM,12.690,,,,,
817,07/12/22 03:30:00  AM,13.173,,,,,
818,07/12/22 03:45:00  AM,14.613,,,,,
819,07/12/22 04:00:00  AM,12.787,,,,,
820,07/12/22 04:15:00  AM,13.269,,,,,
821,07/12/22 04:30:00  AM,11.819,,,,,
822,07/12/22 04:45:00  AM,13.365,,,,,
823,07/12/22 05:00:00  AM,15.951,,,,,
824,07/12/22 05:15:00  AM,14.517,,,,,
825,07/12/22 05:30:00  AM,14.996,,,,,
826,07/12/22 05:45:00  AM,16.808,,,,,
827,07/12/22 06:00:00  AM,12.883,,,,,
828,07/12/22 06:15:00  AM,14.517,,,,,
829,07/12/22 06:30:00  AM,13.173,,,,,
830,07/12/22 06:45:00  AM,14.038,,,,,
831,07/12/22 07:00:00  AM,14.804,,,,,
832,07/12/22 07:15:00  AM,14.900,,,,,
833,07/12/22 07:30:00  AM,15.378,,,,,
834,07/12/22 07:45:00  AM,16.427,,,,,
835,07/12/22 08:00:00  AM,16.332,,,,,
836,07/12/22 08:15:00  AM,15.664,,,,,
837,07/12/22 08:30:00  AM,16.237,,,,,
838,07/12/22 08:45:00  AM,16.523,,,,,
839,07/12/22 09:00:00  AM,18.426,,,,,
840,07/12/22 09:15:00  AM,16.046,,,,,
841,07/12/22 09:30:00  AM,12.883,,,,,
842,07/12/22 09:45:00  AM,12.304,,,,,
843,07/12/22 10:00:00  AM,11.722,,,,,
844,07/12/22 10:15:00  AM,12.690,,,,,
845,07/12/22 10:30:00  AM,14.709,,,,,
846,07/12/22 10:45:00  AM,14.517,,,,,
847,07/12/22 11:00:00  AM,11.431,,,,,
848,07/12/22 11:15:00  AM,12.787,,,,,
849,07/12/22 11:30:00  AM,18.711,,,,,
850,07/12/22 11:45:00  AM,12.787,,,,,
851,07/12/22 12:00:00  PM,11.041,,,,,
852,07/12/22 12:15:00  PM,9.571,,,,,
853,07/12/22 12:30:00  PM,9.472,,,,,
854,07/12/22 12:45:00  PM,9.176,,,,,
855,07/12/22 01:00:00  PM,9.373,,,,,
856,07/12/22 01:15:00  PM,9.571,,,,,
857,07/12/22 01:30:00  PM,11.041,,,,,
858,07/12/22 01:45:00  PM,11.625,,,,,
859,07/12/22 02:00:00  PM,11.431,,,,,
860,07/12/22 02:15:00  PM,13.173,,,,,
861,07/12/22 02:30:00  PM,13.942,,,,,
862,07/12/22 02:45:00  PM,14.421,,,,,
863,07/12/22 03:00:00  PM,14.804,,,,,
864,07/12/22 03:15:00  PM,11.625,,,,,
865,07/12/22 03:30:00  PM,12.207,,,,,
866,07/12/22 03:45:00  PM,15.282,,,,,
867,07/12/22 04:00:00  PM,15.282,,,,,
868,07/12/22 04:15:00  PM,12.013,,,,,
869,07/12/22 04:30:00  PM,11.819,,,,,
870,07/12/22 04:45:00  PM,12.883,,,,,
871,07/12/22 05:00:00  PM,12.497,,,,,
872,07/12/22 05:15:00  PM,10.161,,,,,
873,07/12/22 05:30:00  PM,7.882,,,,,
874,07/12/22 05:45:00  PM,9.176,,,,,
875,07/12/22 06:00:00  PM,10.161,,,,,
876,07/12/22 06:15:00  PM,8.879,,,,,
877,07/12/22 06:30:00  PM,8.879,,,,,
878,07/12/22 06:45:00  PM,7.179,,,,,
879,07/12/22 07:00:00  PM,6.268,,,,,
880,07/12/22 07:15:00  PM,6.268,,,,,
881,07/12/22 07:30:00  PM,6.573,,,,,
882,07/12/22 07:45:00  PM,6.573,,,,,
883,07/12/22 08:00:00  PM,8.481,,,,,
884,07/12/22 08:15:00  PM,5.860,,,,,
885,07/12/22 08:30:00  PM,6.370,,,,,
886,07/12/22 08:45:00  PM,6.370,,,,,
887,07/12/22 09:00:00  PM,5.860,,,,,
888,07/12/22 09:15:00  PM,5.860,,,,,
889,07/12/22 09:30:00  PM,6.370,,,,,
890,07/12/22 09:45:00  PM,6.573,,,,,
891,07/12/22 10:00:00  PM,6.064,,,,,
892,07/12/22 10:15:00  PM,4.934,,,,,
893,07/12/22 10:30:00  PM,4.623,,,,,
894,07/12/22 10:45:00  PM,4.415,,,,,
895,07/12/22 11:00:00  PM,4.623,,,,,
896,07/12/22 11:15:00  PM,5.037,,,,,
897,07/12/22 11:30:00  PM,5.450,,,,,
898,07/12/22 11:45:00  PM,5.552,,,,,
899,07/13/22 12:00:00  AM,5.141,,,,,
900,07/13/22 12:15:00  AM,4.934,,,,,
901,07/13/22 12:30:00  AM,5.347,,,,,
902,07/13/22 12:45:00  AM,5.962,,,,,
903,07/13/22 01:00:00  AM,6.166,,,,,
904,07/13/22 01:15:00  AM,5.450,,,,,
905,07/13/22 01:30:00  AM,5.141,,,,,
906,07/13/22 01:45:00  AM,4.934,,,,,
907,07/13/22 02:00:00  AM,4.831,,,,,
908,07/13/22 02:15:00  AM,5.347,,,,,
909,07/13/22 02:30:00  AM,5.757,,,,,
910,07/13/22 02:45:00  AM,5.037,,,,,
911,07/13/22 03:00:00  AM,5.450,,,,,
912,07/13/22 03:15:00  AM,6.166,,,,,
913,07/13/22 03:30:00  AM,6.471,,,,,
914,07/13/22 03:45:00  AM,7.079,,,,,
915,07/13/22 04:00:00  AM,5.757,,,,,
916,07/13/22 04:15:00  AM,5.757,,,,,
917,07/13/22 04:30:00  AM,5.757,,,,,
918,07/13/22 04:45:00  AM,7.079,,,,,
919,07/13/22 05:00:00  AM,6.775,,,,,
920,07/13/22 05:15:00  AM,7.079,,,,,
921,07/13/22 05:30:00  AM,7.280,,,,,
922,07/13/22 05:45:00  AM,8.481,,,,,
923,07/13/22 06:00:00  AM,9.965,,,,,
924,07/13/22 06:15:00  AM,8.382,,,,,
925,07/13/22 06:30:00  AM,6.978,,,,,
926,07/13/22 06:45:00  AM,7.179,,,,,
927,07/13/22 07:00:00  AM,7.882,,,,,
928,07/13/22 07:15:00  AM,9.373,,,,,
929,07/13/22 07:30:00  AM,9.866,,,,,
930,07/13/22 07:45:00  AM,7.983,,,,,
931,07/13/22 08:00:00  AM,8.680,,,,,
932,07/13/22 08:15:00  AM,9.669,,,,,
933,07/13/22 08:30:00  AM,9.275,,,,,
934,07/13/22 08:45:00  AM,10.259,,,,,
935,07/13/22 09:00:00  AM,8.978,,,,,
936,07/13/22 09:15:00  AM,10.846,,,,,
937,07/13/22 09:30:00  AM,19.187,,,,,
938,07/13/22 09:45:00  AM,22.238,,,,,
939,07/13/22 10:00:00  AM,15.187,,,,,
940,07/13/22 10:15:00  AM,14.230,,,,,
941,07/13/22 10:30:00  AM,13.654,,,,,
942,07/13/22 10:45:00  AM,15.664,,,,,
943,07/13/22 11:00:00  AM,15.378,,,,,
944,07/13/22 11:15:00  AM,13.942,,,,,
945,07/13/22 11:30:00  AM,14.804,,,,,
946,07/13/22 11:45:00  AM,16.237,,,,,
947,07/13/22 12:00:00  PM,14.134,,,,,
948,07/13/22 12:15:00  PM,11.916,,,,,
949,07/13/22 12:30:00  PM,10.944,,,,,
950,07/13/22 12:45:00  PM,10.651,,,,,
951,07/13/22 01:00:00  PM,11.625,,,,,
952,07/13/22 01:15:00  PM,12.013,,,,,
953,07/13/22 01:30:00  PM,11.334,,,,,
954,07/13/22 01:45:00  PM,12.110,,,,,
955,07/13/22 02:00:00  PM,11.236,,,,,
956,07/13/22 02:15:00  PM,10.063,,,,,
957,07/13/22 02:30:00  PM,9.669,,,,,
958,07/13/22 02:45:00  PM,10.846,,,,,
959,07/13/22 03:00:00  PM,12.110,,,,,
960,07/13/22 03:15:00  PM,12.110,,,,,
961,07/13/22 03:30:00  PM,10.161,,,,,
962,07/13/22 03:45:00  PM,10.553,,,,,
963,07/13/22 04:00:00  PM,12.883,,,,,
964,07/13/22 04:15:00  PM,17.284,,,,,
965,07/13/22 04:30:00  PM,15.187,,,,,
966,07/13/22 04:45:00  PM,12.304,,,,,
967,07/13/22 05:00:00  PM,9.768,,,,,
968,07/13/22 05:15:00  PM,10.357,,,,,
969,07/13/22 05:30:00  PM,14.325,,,,,
970,07/13/22 05:45:00  PM,13.654,,,,,
971,07/13/22 06:00:00  PM,11.528,,,,,
972,07/13/22 06:15:00  PM,9.275,,,,,
973,07/13/22 06:30:00  PM,9.373,,,,,
974,07/13/22 06:45:00  PM,9.768,,,,,
975,07/13/22 07:00:00  PM,9.571,,,,,
976,07/13/22 07:15:00  PM,9.965,,,,,
977,07/13/22 07:30:00  PM,10.259,,,,,
978,07/13/22 07:45:00  PM,11.041,,,,,
979,07/13/22 08:00:00  PM,9.669,,,,,
980,07/13/22 08:15:00  PM,7.882,,,,,
981,07/13/22 08:30:00  PM,7.381,,,,,
982,07/13/22 08:45:00  PM,7.481,,,,,
983,07/13/22 09:00:00  PM,8.082,,,,,
984,07/13/22 09:15:00  PM,8.481,,,,,
985,07/13/22 09:30:00  PM,6.877,,,,,
986,07/13/22 09:45:00  PM,6.064,,,,,
987,07/13/22 10:00:00  PM,5.347,,,,,
988,07/13/22 10:15:00  PM,5.757,,,,,
989,07/13/22 10:30:00  PM,6.978,,,,,
990,07/13/22 10:45:00  PM,6.370,,,,,
991,07/13/22 11:00:00  PM,5.450,,,,,
992,07/13/22 11:15:00  PM,5.450,,,,,
993,07/13/22 11:30:00  PM,5.244,,,,,
994,07/13/22 11:45:00  PM,5.244,,,,,
995,07/14/22 12:00:00  AM,5.244,,,,,
996,07/14/22 12:15:00  AM,5.655,,,,,
997,07/14/22 12:30:00  AM,6.573,,,,,
998,07/14/22 12:45:00  AM,6.064,,,,,
999,07/14/22 01:00:00  AM,5.141,,,,,
1000,07/14/22 01:15:00  AM,5.037,,,,,
1001,07/14/22 01:30:00  AM,5.141,,,,,
1002,07/14/22 01:45:00  AM,5.450,,,,,
1003,07/14/22 02:00:00  AM,4.623,,,,,
1004,07/14/22 02:15:00  AM,4.519,,,,,
1005,07/14/22 02:30:00  AM,4.102,,,,,
1006,07/14/22 02:45:00  AM,3.998,,,,,
1007,07/14/22 03:00:00  AM,4.311,,,,,
1008,07/14/22 03:15:00  AM,4.623,,,,,
1009,07/14/22 03:30:00  AM,4.934,,,,,
1010,07/14/22 03:45:00  AM,4.623,,,,,
1011,07/14/22 04:00:00  AM,3.788,,,,,
1012,07/14/22 04:15:00  AM,3.998,,,,,
1013,07/14/22 04:30:00  AM,4.727,,,,,
1014,07/14/22 04:45:00  AM,5.347,,,,,
1015,07/14/22 05:00:00  AM,5.552,,,,,
1016,07/14/22 05:15:00  AM,5.347,,,,,
1017,07/14/22 05:30:00  AM,5.450,,,,,
1018,07/14/22 05:45:00  AM,5.655,,,,,
1019,07/14/22 06:00:00  AM,5.450,,,,,
1020,07/14/22 06:15:00  AM,5.347,,,,,
1021,07/14/22 06:30:00  AM,5.244,,,,,
1022,07/14/22 06:45:00  AM,5.037,,,,,
1023,07/14/22 07:00:00  AM,5.347,,,,,
1024,07/14/22 07:15:00  AM,6.775,,,,,
1025,07/14/22 07:30:00  AM,6.573,,,,,
1026,07/14/22 07:45:00  AM,6.877,,,,,
1027,07/14/22 08:00:00  AM,8.082,,,,,
1028,07/14/22 08:15:00  AM,8.581,,,,,
1029,07/14/22 08:30:00  AM,7.983,,,,,
1030,07/14/22 08:45:00  AM,6.877,,,,,
1031,07/14/22 09:00:00  AM,6.978,,,,,
1032,07/14/22 09:15:00  AM,7.682,,,,,
1033,07/14/22 09:30:00  AM,7.280,,,,,
1034,07/14/22 09:45:00  AM,7.381,,,,,
1035,07/14/22 10:00:00  AM,7.782,,,,,
1036,07/14/22 10:15:00  AM,7.381,,,,,
1037,07/14/22 10:30:00  AM,6.471,,,,,
1038,07/14/22 10:45:00  AM,5.962,,,,,
1039,07/14/22 11:00:00  AM,6.064,,,,,
1040,07/14/22 11:15:00  AM,6.471,,,,,
1041,07/14/22 11:30:00  AM,6.268,,,,,
1042,07/14/22 11:45:00  AM,7.179,,,,,
1043,07/14/22 12:00:00  PM,9.373,,,,,
1044,07/14/22 12:15:00  PM,8.978,,,,,
1045,07/14/22 12:30:00  PM,9.866,,,,,
1046,07/14/22 12:45:00  PM,8.481,,,,,
1047,07/14/22 01:00:00  PM,7.582,,,,,
1048,07/14/22 01:15:00  PM,6.775,,,,,
1049,07/14/22 01:30:00  PM,7.582,,,,,
1050,07/14/22 01:45:00  PM,8.082,,,,,
1051,07/14/22 02:00:00  PM,8.282,,,,,
1052,07/14/22 02:15:00  PM,8.879,,,,,
1053,07/14/22 02:30:00  PM,8.382,,,,,
