"Plot Title: DRYAS OTC 2"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 9702263, SEN S/N: 9702263, LBL: 10 cm)","RH, % (LGR S/N: 9702263, SEN S/N: 9702263, LBL: 10 cm)","Good Battery (LGR S/N: 9702263)","Coupler Detached (LGR S/N: 9702263)","Coupler Attached (LGR S/N: 9702263)","Host Connected (LGR S/N: 9702263)","Stopped (LGR S/N: 9702263)","End Of File (LGR S/N: 9702263)"
437,07/20/22 08:00:00  PM,6.153,85.025,,,,,,
438,07/20/22 09:00:00  PM,5.076,87.201,,,,,,
439,07/20/22 10:00:00  PM,5.024,88.955,,,,,,
440,07/20/22 11:00:00  PM,3.827,90.777,,,,,,
441,07/21/22 12:00:00  AM,3.301,94.689,,,,,,
442,07/21/22 01:00:00  AM,3.301,93.852,,,,,,
443,07/21/22 02:00:00  AM,4.141,91.160,,,,,,
444,07/21/22 03:00:00  AM,4.246,89.699,,,,,,
445,07/21/22 04:00:00  AM,5.231,85.948,,,,,,
446,07/21/22 05:00:00  AM,4.818,87.291,,,,,,
447,07/21/22 06:00:00  AM,5.488,85.906,,,,,,
448,07/21/22 07:00:00  AM,6.712,84.319,,,,,,
449,07/21/22 08:00:00  AM,9.706,73.225,,,,,,
450,07/21/22 09:00:00  AM,7.820,78.653,,,,,,
451,07/21/22 10:00:00  AM,17.106,49.854,,,,,,
452,07/21/22 11:00:00  AM,15.986,54.049,,,,,,
453,07/21/22 12:00:00  PM,8.618,71.445,,,,,,
454,07/21/22 01:00:00  PM,7.419,74.202,,,,,,
455,07/21/22 02:00:00  PM,7.569,75.140,,,,,,
456,07/21/22 03:00:00  PM,8.717,72.665,,,,,,
457,07/21/22 04:00:00  PM,7.015,75.600,,,,,,
458,07/21/22 05:00:00  PM,5.898,77.400,,,,,,
459,07/21/22 06:00:00  PM,6.102,77.471,,,,,,
460,07/21/22 07:00:00  PM,6.560,78.163,,,,,,
461,07/21/22 08:00:00  PM,8.344,73.257,,,,,,
462,07/21/22 09:00:00  PM,7.217,74.546,,,,,,
463,07/21/22 10:00:00  PM,5.282,83.617,,,,,,
464,07/21/22 11:00:00  PM,5.334,87.341,,,,,,
465,07/22/22 12:00:00  AM,4.766,92.050,,,,,,
466,07/22/22 01:00:00  AM,4.506,95.557,,,,,,
467,07/22/22 02:00:00  AM,5.076,97.868,,,,,,
468,07/22/22 03:00:00  AM,5.539,98.266,,,,,,
469,07/22/22 04:00:00  AM,4.921,98.166,,,,,,
470,07/22/22 05:00:00  AM,5.770,99.473,,,,,,
471,07/22/22 06:00:00  AM,6.281,99.909,,,,,,
472,07/22/22 07:00:00  AM,6.687,99.831,,,,,,
473,07/22/22 08:00:00  AM,7.544,100.000,,,,,,
474,07/22/22 09:00:00  AM,5.642,98.806,,,,,,
475,07/22/22 10:00:00  AM,5.437,98.797,,,,,,
476,07/22/22 11:00:00  AM,6.611,96.724,,,,,,
477,07/22/22 12:00:00  PM,6.306,98.261,,,,,,
478,07/22/22 01:00:00  PM,7.469,95.243,,,,,,
479,07/22/22 02:00:00  PM,7.594,90.292,,,,,,
480,07/22/22 03:00:00  PM,8.568,92.635,,,,,,
481,07/22/22 04:00:00  PM,11.297,85.265,,,,,,
482,07/22/22 05:00:00  PM,10.687,83.788,,,,,,
483,07/22/22 06:00:00  PM,9.089,83.765,,,,,,
484,07/22/22 07:00:00  PM,6.179,88.475,,,,,,
485,07/22/22 08:00:00  PM,5.539,91.597,,,,,,
486,07/22/22 09:00:00  PM,7.066,85.843,,,,,,
487,07/22/22 10:00:00  PM,4.584,93.426,,,,,,
488,07/22/22 11:00:00  PM,3.722,96.566,,,,,,
489,07/23/22 12:00:00  AM,3.485,96.403,,,,,,
490,07/23/22 01:00:00  AM,4.480,97.410,,,,,,
491,07/23/22 02:00:00  AM,5.076,98.306,,,,,,
492,07/23/22 03:00:00  AM,4.402,98.795,,,,,,
493,07/23/22 04:00:00  AM,5.205,99.554,,,,,,
494,07/23/22 05:00:00  AM,6.408,99.800,,,,,,
495,07/23/22 06:00:00  AM,6.255,97.266,,,,,,
496,07/23/22 07:00:00  AM,5.693,98.358,,,,,,
497,07/23/22 08:00:00  AM,6.357,98.959,,,,,,
498,07/23/22 09:00:00  AM,7.343,95.209,,,,,,
499,07/23/22 10:00:00  AM,9.632,96.101,,,,,,
500,07/23/22 11:00:00  AM,10.149,91.171,,,,,,
501,07/23/22 12:00:00  PM,10.736,93.044,,,,,,
502,07/23/22 01:00:00  PM,9.386,88.934,,,,,,
503,07/23/22 02:00:00  PM,8.568,91.359,,,,,,
504,07/23/22 03:00:00  PM,9.410,95.438,,,,,,
505,07/23/22 04:00:00  PM,11.565,90.985,,,,,,
506,07/23/22 05:00:00  PM,9.608,84.656,,,,,,
507,07/23/22 06:00:00  PM,8.170,88.167,,,,,,
508,07/23/22 07:00:00  PM,7.293,88.003,,,,,,
509,07/23/22 08:00:00  PM,6.636,91.475,,,,,,
510,07/23/22 09:00:00  PM,6.484,90.317,,,,,,
511,07/23/22 10:00:00  PM,6.864,85.142,,,,,,
512,07/23/22 11:00:00  PM,6.102,87.091,,,,,,
513,07/24/22 12:00:00  AM,4.584,91.852,,,,,,
514,07/24/22 01:00:00  AM,5.154,89.954,,,,,,
515,07/24/22 02:00:00  AM,4.714,90.930,,,,,,
516,07/24/22 03:00:00  AM,3.801,91.047,,,,,,
517,07/24/22 04:00:00  AM,3.380,92.908,,,,,,
518,07/24/22 05:00:00  AM,3.221,92.791,,,,,,
519,07/24/22 06:00:00  AM,2.823,97.336,,,,,,
520,07/24/22 07:00:00  AM,2.584,99.047,,,,,,
521,07/24/22 08:00:00  AM,4.298,94.959,,,,,,
522,07/24/22 09:00:00  AM,4.973,96.887,,,,,,
523,07/24/22 10:00:00  AM,5.949,91.146,,,,,,
524,07/24/22 11:00:00  AM,8.568,88.758,,,,,,
525,07/24/22 12:00:00  PM,8.990,80.988,,,,,,
526,07/24/22 01:00:00  PM,12.871,69.947,,,,,,
527,07/24/22 02:00:00  PM,10.590,75.711,,,,,,
528,07/24/22 03:00:00  PM,9.657,74.798,,,,,,
529,07/24/22 04:00:00  PM,6.509,84.717,,,,,,
530,07/24/22 05:00:00  PM,7.619,82.709,,,,,,
531,07/24/22 06:00:00  PM,10.638,79.702,,,,,,
532,07/24/22 07:00:00  PM,8.070,81.185,,,,,,
533,07/24/22 08:00:00  PM,7.970,85.483,,,,,,
534,07/24/22 09:00:00  PM,8.344,89.039,,,,,,
535,07/24/22 10:00:00  PM,11.734,70.868,,,,,,
536,07/24/22 11:00:00  PM,10.124,77.925,,,,,,
537,07/25/22 12:00:00  AM,7.419,81.679,,,,,,
538,07/25/22 01:00:00  AM,8.817,80.465,,,,,,
539,07/25/22 02:00:00  AM,9.361,73.323,,,,,,
540,07/25/22 03:00:00  AM,10.051,73.322,,,,,,
541,07/25/22 04:00:00  AM,10.736,69.996,,,,,,
542,07/25/22 05:00:00  AM,11.686,66.714,,,,,,
543,07/25/22 06:00:00  AM,12.389,62.769,,,,,,
544,07/25/22 07:00:00  AM,16.606,53.372,,,,,,
545,07/25/22 08:00:00  AM,11.662,64.656,,,,,,
546,07/25/22 09:00:00  AM,16.177,54.383,,,,,,
547,07/25/22 10:00:00  AM,14.577,60.890,,,,,,
548,07/25/22 11:00:00  AM,14.505,60.402,,,,,,
549,07/25/22 12:00:00  PM,15.652,60.230,,,,,,
550,07/25/22 01:00:00  PM,16.511,55.470,,,,,,
551,07/25/22 02:00:00  PM,14.816,60.721,,,,,,
552,07/25/22 03:00:00  PM,15.175,60.898,,,,,,
553,07/25/22 04:00:00  PM,15.055,60.968,,,,,,
554,07/25/22 05:00:00  PM,15.294,59.993,,,,,,
555,07/25/22 06:00:00  PM,8.668,78.158,,,,,,
556,07/25/22 07:00:00  PM,9.238,76.091,,,,,,
557,07/25/22 08:00:00  PM,12.461,61.311,,,,,,
558,07/25/22 09:00:00  PM,11.419,63.421,,,,,,
559,07/25/22 10:00:00  PM,10.858,64.950,,,,,,
560,07/25/22 11:00:00  PM,11.248,64.787,,,,,,
561,07/26/22 12:00:00  AM,9.238,72.042,,,,,,
562,07/26/22 01:00:00  AM,9.558,70.590,,,,,,
563,07/26/22 02:00:00  AM,10.247,67.513,,,,,,
564,07/26/22 03:00:00  AM,9.903,67.250,,,,,,
565,07/26/22 04:00:00  AM,10.394,63.390,,,,,,
566,07/26/22 05:00:00  AM,8.319,69.873,,,,,,
567,07/26/22 06:00:00  AM,9.805,63.318,,,,,,
568,07/26/22 07:00:00  AM,11.321,62.821,,,,,,
569,07/26/22 08:00:00  AM,12.074,59.474,,,,,,
570,07/26/22 09:00:00  AM,12.920,58.509,,,,,,
571,07/26/22 10:00:00  AM,14.649,55.618,,,,,,
572,07/26/22 11:00:00  AM,14.433,56.040,,,,,,
573,07/26/22 12:00:00  PM,14.768,58.621,,,,,,
574,07/26/22 01:00:00  PM,15.819,54.300,,,,,,
575,07/26/22 02:00:00  PM,15.103,58.283,,,,,,
576,07/26/22 03:00:00  PM,20.388,48.309,,,,,,
577,07/26/22 04:00:00  PM,16.106,51.516,,,,,,
578,07/26/22 05:00:00  PM,18.319,50.827,,,,,,
579,07/26/22 06:00:00  PM,16.558,49.687,,,,,,
580,07/26/22 07:00:00  PM,17.106,50.879,,,,,,
581,07/26/22 08:00:00  PM,16.654,50.849,,,,,,
582,07/26/22 09:00:00  PM,13.738,50.512,,,,,,
583,07/26/22 10:00:00  PM,9.312,65.051,,,,,,
584,07/26/22 11:00:00  PM,7.594,72.330,,,,,,
585,07/27/22 12:00:00  AM,7.393,73.425,,,,,,
586,07/27/22 01:00:00  AM,7.795,73.285,,,,,,
587,07/27/22 02:00:00  AM,8.070,71.868,,,,,,
588,07/27/22 03:00:00  AM,9.015,67.856,,,,,,
589,07/27/22 04:00:00  AM,9.657,64.593,,,,,,
590,07/27/22 05:00:00  AM,7.242,83.917,,,,,,
591,07/27/22 06:00:00  AM,6.484,78.578,,,,,,
592,07/27/22 07:00:00  AM,9.903,68.049,,,,,,
593,07/27/22 08:00:00  AM,11.370,64.779,,,,,,
594,07/27/22 09:00:00  AM,14.218,55.826,,,,,,
595,07/27/22 10:00:00  AM,16.606,52.788,,,,,,
596,07/27/22 11:00:00  AM,16.963,52.931,,,,,,
597,07/27/22 12:00:00  PM,17.106,48.387,,,,,,
598,07/27/22 01:00:00  PM,14.553,54.146,,,,,,
599,07/27/22 02:00:00  PM,12.050,60.387,,,,,,
600,07/27/22 03:00:00  PM,14.098,55.959,,,,,,
601,07/27/22 04:00:00  PM,15.867,52.837,,,,,,
602,07/27/22 05:00:00  PM,12.437,61.336,,,,,,
603,07/27/22 06:00:00  PM,10.296,67.979,,,,,,
604,07/27/22 07:00:00  PM,10.907,66.487,,,,,,
605,07/27/22 08:00:00  PM,12.001,67.463,,,,,,
606,07/27/22 09:00:00  PM,10.124,70.332,,,,,,
607,07/27/22 10:00:00  PM,10.173,70.539,,,,,,
608,07/27/22 11:00:00  PM,7.845,76.921,,,,,,
609,07/28/22 12:00:00  AM,7.268,78.479,,,,,,
610,07/28/22 01:00:00  AM,7.066,82.051,,,,,,
611,07/28/22 02:00:00  AM,6.128,82.260,,,,,,
612,07/28/22 03:00:00  AM,7.368,79.660,,,,,,
613,07/28/22 04:00:00  AM,6.914,81.804,,,,,,
614,07/28/22 05:00:00  AM,6.484,81.360,,,,,,
615,07/28/22 06:00:00  AM,7.770,76.359,,,,,,
616,07/28/22 07:00:00  AM,8.120,76.433,,,,,,
617,07/28/22 08:00:00  AM,10.956,65.169,,,,,,
618,07/28/22 09:00:00  AM,12.147,63.780,,,,,,
619,07/28/22 10:00:00  AM,13.834,60.946,,,,,,
620,07/28/22 11:00:00  AM,12.847,61.758,,,,,,
621,07/28/22 12:00:00  PM,10.980,68.078,,,,,,
622,07/28/22 01:00:00  PM,12.461,63.162,,,,,,
623,07/28/22 02:00:00  PM,14.673,61.618,,,,,,
624,07/28/22 03:00:00  PM,18.414,52.177,,,,,,
625,07/28/22 04:00:00  PM,15.915,55.108,,,,,,
626,07/28/22 05:00:00  PM,14.864,56.256,,,,,,
627,07/28/22 06:00:00  PM,12.534,62.147,,,,,,
628,07/28/22 07:00:00  PM,13.281,61.654,,,,,,
629,07/28/22 08:00:00  PM,13.112,58.181,,,,,,
630,07/28/22 09:00:00  PM,9.756,65.906,,,,,,
631,07/28/22 10:00:00  PM,7.569,69.925,,,,,,
632,07/28/22 11:00:00  PM,5.872,80.770,,,,,,
633,07/29/22 12:00:00  AM,4.610,82.070,,,,,,
634,07/29/22 01:00:00  AM,1.859,89.444,,,,,,
635,07/29/22 02:00:00  AM,3.142,92.820,,,,,,
636,07/29/22 03:00:00  AM,4.584,86.463,,,,,,
637,07/29/22 04:00:00  AM,5.616,82.380,,,,,,
638,07/29/22 05:00:00  AM,5.282,83.512,,,,,,
639,07/29/22 06:00:00  AM,5.385,86.761,,,,,,
640,07/29/22 07:00:00  AM,7.519,81.541,,,,,,
641,07/29/22 08:00:00  AM,7.670,79.646,,,,,,
642,07/29/22 09:00:00  AM,8.866,77.847,,,,,,
643,07/29/22 10:00:00  AM,10.051,74.907,,,,,,
644,07/29/22 11:00:00  AM,8.568,72.746,,,,,,
645,07/29/22 12:00:00  PM,8.668,70.137,,,,,,
646,07/29/22 01:00:00  PM,10.369,68.478,,,,,,
647,07/29/22 02:00:00  PM,8.841,70.057,,,,,,
648,07/29/22 03:00:00  PM,9.903,67.279,,,,,,
649,07/29/22 04:00:00  PM,8.717,69.075,,,,,,
650,07/29/22 05:00:00  PM,8.220,72.482,,,,,,
651,07/29/22 06:00:00  PM,8.369,71.899,,,,,,
652,07/29/22 07:00:00  PM,7.670,73.591,,,,,,
653,07/29/22 08:00:00  PM,7.242,74.770,,,,,,
654,07/29/22 09:00:00  PM,5.514,80.982,,,,,,
655,07/29/22 10:00:00  PM,4.921,84.237,,,,,,
656,07/29/22 11:00:00  PM,4.063,86.696,,,,,,
657,07/30/22 12:00:00  AM,3.932,87.585,,,,,,
658,07/30/22 01:00:00  AM,3.696,88.647,,,,,,
659,07/30/22 02:00:00  AM,4.402,87.753,,,,,,
660,07/30/22 03:00:00  AM,5.385,87.868,,,,,,
661,07/30/22 04:00:00  AM,6.000,87.840,,,,,,
662,07/30/22 05:00:00  AM,5.616,86.559,,,,,,
663,07/30/22 06:00:00  AM,6.000,85.562,,,,,,
664,07/30/22 07:00:00  AM,9.188,73.121,,,,,,
665,07/30/22 08:00:00  AM,9.928,69.134,,,,,,
666,07/30/22 09:00:00  AM,10.198,72.680,,,,,,
667,07/30/22 10:00:00  AM,9.485,72.901,,,,,,
668,07/30/22 11:00:00  AM,12.703,62.675,,,,,,
669,07/30/22 12:00:00  PM,11.880,66.259,,,,,,
670,07/30/22 01:00:00  PM,12.050,69.106,,,,,,
671,07/30/22 02:00:00  PM,10.492,72.430,,,,,,
672,07/30/22 03:00:00  PM,16.606,56.489,,,,,,
673,07/30/22 04:00:00  PM,17.938,54.363,,,,,,
674,07/30/22 05:00:00  PM,12.243,64.205,,,,,,
675,07/30/22 06:00:00  PM,8.543,77.914,,,,,,
676,07/30/22 07:00:00  PM,9.188,73.982,,,,,,
677,07/30/22 08:00:00  PM,5.847,82.275,,,,,,
678,07/30/22 09:00:00  PM,6.281,86.876,,,,,,
679,07/30/22 10:00:00  PM,3.089,90.737,,,,,,
680,07/30/22 11:00:00  PM,1.425,94.913,,,,,,
681,07/31/22 12:00:00  AM,0.989,97.255,,,,,,
682,07/31/22 01:00:00  AM,4.141,98.431,,,,,,
683,07/31/22 02:00:00  AM,3.221,89.943,,,,,,
684,07/31/22 03:00:00  AM,4.869,84.329,,,,,,
685,07/31/22 04:00:00  AM,9.287,71.604,,,,,,
686,07/31/22 05:00:00  AM,9.188,69.079,,,,,,
687,07/31/22 06:00:00  AM,8.767,68.434,,,,,,
688,07/31/22 07:00:00  AM,9.139,70.677,,,,,,
689,07/31/22 08:00:00  AM,11.151,63.783,,,,,,
690,07/31/22 09:00:00  AM,10.980,65.318,,,,,,
691,07/31/22 10:00:00  AM,12.413,64.672,,,,,,
692,07/31/22 11:00:00  AM,15.270,61.807,,,,,,
693,07/31/22 12:00:00  PM,15.557,57.691,,,,,,
694,07/31/22 01:00:00  PM,14.337,60.553,,,,,,
695,07/31/22 02:00:00  PM,13.449,62.949,,,,,,
696,07/31/22 03:00:00  PM,15.963,60.489,,,,,,
697,07/31/22 04:00:00  PM,17.772,50.753,,,,,,
698,07/31/22 05:00:00  PM,18.366,49.491,,,,,,
699,07/31/22 06:00:00  PM,16.725,54.034,,,,,,
700,07/31/22 07:00:00  PM,15.031,59.352,,,,,,
701,07/31/22 08:00:00  PM,15.127,57.956,,,,,,
702,07/31/22 09:00:00  PM,8.020,74.711,,,,,,
703,07/31/22 10:00:00  PM,9.829,70.952,,,,,,
704,07/31/22 11:00:00  PM,9.485,74.403,,,,,,
705,08/01/22 12:00:00  AM,8.618,75.082,,,,,,
706,08/01/22 01:00:00  AM,7.594,79.467,,,,,,
707,08/01/22 02:00:00  AM,8.120,76.296,,,,,,
708,08/01/22 03:00:00  AM,8.270,75.752,,,,,,
709,08/01/22 04:00:00  AM,13.473,59.074,,,,,,
710,08/01/22 05:00:00  AM,12.703,63.788,,,,,,
711,08/01/22 06:00:00  AM,11.370,67.892,,,,,,
712,08/01/22 07:00:00  AM,13.112,63.273,,,,,,
713,08/01/22 08:00:00  AM,15.939,49.542,,,,,,
714,08/01/22 09:00:00  AM,17.225,51.702,,,,,,
715,08/01/22 10:00:00  AM,18.129,50.645,,,,,,
716,08/01/22 11:00:00  AM,18.414,51.493,,,,,,
717,08/01/22 12:00:00  PM,17.724,47.683,,,,,,
718,08/01/22 01:00:00  PM,16.677,54.456,,,,,,
719,08/01/22 02:00:00  PM,15.485,51.461,,,,,,
720,08/01/22 03:00:00  PM,17.486,50.962,,,,,,
721,08/01/22 04:00:00  PM,17.034,55.914,,,,,,
722,08/01/22 05:00:00  PM,18.818,49.112,,,,,,
723,08/01/22 06:00:00  PM,18.557,46.117,,,,,,
724,08/01/22 07:00:00  PM,17.391,52.436,,,,,,
725,08/01/22 08:00:00  PM,14.792,52.225,,,,,,
726,08/01/22 09:00:00  PM,11.613,56.334,,,,,,
727,08/01/22 10:00:00  PM,10.956,56.621,,,,,,
728,08/01/22 11:00:00  PM,9.262,63.166,,,,,,
729,08/02/22 12:00:00  AM,7.745,68.214,,,,,,
730,08/02/22 01:00:00  AM,7.845,67.780,,,,,,
731,08/02/22 02:00:00  AM,7.945,65.123,,,,,,
732,08/02/22 03:00:00  AM,9.114,63.517,,,,,,
733,08/02/22 04:00:00  AM,10.345,56.557,,,,,,
734,08/02/22 05:00:00  AM,11.953,52.038,,,,,,
735,08/02/22 06:00:00  AM,13.906,53.016,,,,,,
736,08/02/22 07:00:00  AM,15.055,49.703,,,,,,
737,08/02/22 08:00:00  AM,15.414,50.185,,,,,,
738,08/02/22 09:00:00  AM,13.834,54.315,,,,,,
739,08/02/22 10:00:00  AM,13.642,54.983,,,,,,
740,08/02/22 11:00:00  AM,15.461,51.087,,,,,,
741,08/02/22 12:00:00  PM,16.368,48.354,,,,,,
742,08/02/22 01:00:00  PM,16.868,48.731,,,,,,
743,08/02/22 02:00:00  PM,15.867,54.001,,,,,,
744,08/02/22 03:00:00  PM,17.415,51.604,,,,,,
745,08/02/22 04:00:00  PM,16.844,49.539,,,,,,
746,08/02/22 05:00:00  PM,18.295,51.291,,,,,,
747,08/02/22 06:00:00  PM,17.796,51.595,,,,,,
748,08/02/22 07:00:00  PM,14.721,56.718,,,,,,
749,08/02/22 08:00:00  PM,14.218,57.995,,,,,,
750,08/02/22 09:00:00  PM,13.064,59.782,,,,,,
751,08/02/22 10:00:00  PM,11.297,66.125,,,,,,
752,08/02/22 11:00:00  PM,9.015,71.046,,,,,,
753,08/03/22 12:00:00  AM,5.975,78.736,,,,,,
754,08/03/22 01:00:00  AM,7.142,75.899,,,,,,
755,08/03/22 02:00:00  AM,8.195,73.116,,,,,,
756,08/03/22 03:00:00  AM,8.295,68.034,,,,,,
757,08/03/22 04:00:00  AM,9.114,64.152,,,,,,
758,08/03/22 05:00:00  AM,9.534,63.618,,,,,,
759,08/03/22 06:00:00  AM,11.224,61.605,,,,,,
760,08/03/22 07:00:00  AM,11.783,58.923,,,,,,
761,08/03/22 08:00:00  AM,13.185,55.429,,,,,,
762,08/03/22 09:00:00  AM,14.625,56.341,,,,,,
763,08/03/22 10:00:00  AM,14.792,55.002,,,,,,
764,08/03/22 11:00:00  AM,15.724,56.295,,,,,,
765,08/03/22 12:00:00  PM,16.987,53.242,,,,,,
766,08/03/22 01:00:00  PM,16.320,56.233,,,,,,
767,08/03/22 02:00:00  PM,15.915,55.747,,,,,,
768,08/03/22 03:00:00  PM,17.891,52.537,,,,,,
769,08/03/22 04:00:00  PM,18.081,50.140,,,,,,
770,08/03/22 05:00:00  PM,18.010,52.430,,,,,,
771,08/03/22 06:00:00  PM,16.654,52.918,,,,,,
772,08/03/22 07:00:00  PM,15.199,55.882,,,,,,
773,08/03/22 08:00:00  PM,11.759,62.369,,,,,,
774,08/03/22 09:00:00  PM,11.419,62.428,,,,,,
775,08/03/22 10:00:00  PM,9.608,69.300,,,,,,
776,08/03/22 11:00:00  PM,8.618,72.004,,,,,,
777,08/04/22 12:00:00  AM,6.255,80.777,,,,,,
778,08/04/22 01:00:00  AM,5.949,81.213,,,,,,
779,08/04/22 02:00:00  AM,7.444,79.057,,,,,,
780,08/04/22 03:00:00  AM,7.820,74.917,,,,,,
781,08/04/22 04:00:00  AM,9.238,69.710,,,,,,
782,08/04/22 05:00:00  AM,9.903,66.478,,,,,,
783,08/04/22 06:00:00  AM,10.247,65.332,,,,,,
784,08/04/22 07:00:00  AM,12.944,59.525,,,,,,
785,08/04/22 08:00:00  AM,11.977,61.554,,,,,,
786,08/04/22 09:00:00  AM,13.546,58.518,,,,,,
787,08/04/22 10:00:00  AM,15.390,55.911,,,,,,
788,08/04/22 11:00:00  AM,17.796,55.018,,,,,,
789,08/04/22 12:00:00  PM,17.439,51.669,,,,,,
790,08/04/22 01:00:00  PM,18.129,48.927,,,,,,
791,08/04/22 02:00:00  PM,18.152,50.056,,,,,,
792,08/04/22 03:00:00  PM,18.224,50.596,,,,,,
793,08/04/22 04:00:00  PM,11.127,70.127,,,,,,
794,08/04/22 05:00:00  PM,20.746,47.658,,,,,,
795,08/04/22 06:00:00  PM,16.963,54.038,,,,,,
796,08/04/22 07:00:00  PM,17.177,53.115,,,,,,
797,08/04/22 08:00:00  PM,14.745,56.721,,,,,,
798,08/04/22 09:00:00  PM,14.673,58.966,,,,,,
799,08/04/22 10:00:00  PM,11.492,75.536,,,,,,
800,08/04/22 11:00:00  PM,11.370,67.290,,,,,,
801,08/05/22 12:00:00  AM,8.319,78.572,,,,,,
802,08/05/22 01:00:00  AM,8.344,72.841,,,,,,
803,08/05/22 02:00:00  AM,9.064,72.985,,,,,,
804,08/05/22 03:00:00  AM,9.435,65.274,,,,,,
805,08/05/22 04:00:00  AM,8.866,65.861,,,,,,
806,08/05/22 05:00:00  AM,10.296,61.859,,,,,,
807,08/05/22 06:00:00  AM,11.200,56.778,,,,,,
808,08/05/22 07:00:00  AM,12.775,54.915,,,,,,
809,08/05/22 08:00:00  AM,13.810,51.290,,,,,,
810,08/05/22 09:00:00  AM,15.605,49.001,,,,,,
811,08/05/22 10:00:00  AM,15.986,47.648,,,,,,
812,08/05/22 11:00:00  AM,17.582,46.942,,,,,,
813,08/05/22 12:00:00  PM,17.582,47.508,,,,,,
814,08/05/22 01:00:00  PM,15.294,51.003,,,,,,
815,08/05/22 02:00:00  PM,14.457,57.762,,,,,,
816,08/05/22 03:00:00  PM,17.106,49.916,,,,,,
817,08/05/22 04:00:00  PM,17.938,50.277,,,,,,
818,08/05/22 05:00:00  PM,18.343,46.943,,,,,,
819,08/05/22 06:00:00  PM,17.510,48.189,,,,,,
820,08/05/22 07:00:00  PM,16.654,47.452,,,,,,
821,08/05/22 08:00:00  PM,13.257,60.377,,,,,,
822,08/05/22 09:00:00  PM,7.720,76.239,,,,,,
823,08/05/22 10:00:00  PM,4.558,91.041,,,,,,
824,08/05/22 11:00:00  PM,5.360,89.065,,,,,,
825,08/06/22 12:00:00  AM,5.360,92.054,,,,,,
826,08/06/22 01:00:00  AM,5.128,91.440,,,,,,
827,08/06/22 02:00:00  AM,4.350,92.616,,,,,,
828,08/06/22 03:00:00  AM,4.246,92.714,,,,,,
829,08/06/22 04:00:00  AM,4.141,90.430,,,,,,
830,08/06/22 05:00:00  AM,9.213,69.423,,,,,,
831,08/06/22 06:00:00  AM,10.980,63.259,,,,,,
832,08/06/22 07:00:00  AM,12.171,63.346,,,,,,
833,08/06/22 08:00:00  AM,16.177,50.846,,,,,,
834,08/06/22 09:00:00  AM,10.149,70.478,,,,,,
835,08/06/22 10:00:00  AM,9.632,73.906,,,,,,
836,08/06/22 11:00:00  AM,10.492,70.034,,,,,,
837,08/06/22 12:00:00  PM,11.370,69.861,,,,,,
838,08/06/22 01:00:00  PM,12.389,65.684,,,,,,
839,08/06/22 02:00:00  PM,10.736,69.173,,,,,,
840,08/06/22 03:00:00  PM,12.389,65.771,,,,,,
841,08/06/22 04:00:00  PM,9.632,72.987,,,,,,
842,08/06/22 05:00:00  PM,9.312,76.629,,,,,,
843,08/06/22 06:00:00  PM,9.460,76.055,,,,,,
844,08/06/22 07:00:00  PM,10.075,76.955,,,,,,
845,08/06/22 08:00:00  PM,8.965,80.039,,,,,,
846,08/06/22 09:00:00  PM,12.558,64.551,,,,,,
847,08/06/22 10:00:00  PM,8.469,79.227,,,,,,
848,08/06/22 11:00:00  PM,7.268,85.865,,,,,,
849,08/07/22 12:00:00  AM,9.262,81.291,,,,,,
850,08/07/22 01:00:00  AM,6.458,86.971,,,,,,
851,08/07/22 02:00:00  AM,5.616,86.222,,,,,,
852,08/07/22 03:00:00  AM,5.128,90.531,,,,,,
853,08/07/22 04:00:00  AM,4.844,90.205,,,,,,
854,08/07/22 05:00:00  AM,6.000,87.788,,,,,,
855,08/07/22 06:00:00  AM,6.864,81.313,,,,,,
856,08/07/22 07:00:00  AM,7.820,79.571,,,,,,
857,08/07/22 08:00:00  AM,9.040,77.557,,,,,,
858,08/07/22 09:00:00  AM,7.268,80.040,,,,,,
859,08/07/22 10:00:00  AM,7.695,75.933,,,,,,
860,08/07/22 11:00:00  AM,8.319,72.196,,,,,,
861,08/07/22 12:00:00  PM,10.932,73.750,,,,,,
862,08/07/22 01:00:00  PM,13.546,70.160,,,,,,
863,08/07/22 01:50:59  PM,,,,,Logged,,,
864,08/07/22 01:51:05  PM,,,,,,Logged,,
865,08/07/22 01:51:16  PM,,,,,,,Logged,Logged
