"Plot Title: DRYAS OTC 7"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 9694112, SEN S/N: 9694112, LBL: 10 cm)","RH, % (LGR S/N: 9694112, SEN S/N: 9694112, LBL: 10 cm)","Coupler Detached (LGR S/N: 9694112)","Coupler Attached (LGR S/N: 9694112)","Host Connected (LGR S/N: 9694112)","Stopped (LGR S/N: 9694112)","End Of File (LGR S/N: 9694112)"
453,07/21/22 12:00:00  PM,8.891,1.000,,,,,
454,07/21/22 01:00:00  PM,7.695,1.000,,,,,
455,07/21/22 02:00:00  PM,7.268,1.000,,,,,
456,07/21/22 03:00:00  PM,8.270,1.000,,,,,
457,07/21/22 04:00:00  PM,6.864,1.000,,,,,
458,07/21/22 05:00:00  PM,5.949,1.000,,,,,
459,07/21/22 06:00:00  PM,6.204,1.000,,,,,
460,07/21/22 07:00:00  PM,6.737,1.000,,,,,
461,07/21/22 08:00:00  PM,7.920,1.000,,,,,
462,07/21/22 09:00:00  PM,7.091,1.000,,,,,
463,07/21/22 10:00:00  PM,4.973,1.000,,,,,
464,07/21/22 11:00:00  PM,5.282,1.000,,,,,
465,07/22/22 12:00:00  AM,4.818,1.000,,,,,
466,07/22/22 01:00:00  AM,4.584,1.000,,,,,
467,07/22/22 02:00:00  AM,5.024,1.000,,,,,
468,07/22/22 03:00:00  AM,5.488,1.000,,,,,
469,07/22/22 04:00:00  AM,5.024,1.000,,,,,
470,07/22/22 05:00:00  AM,5.796,1.000,,,,,
471,07/22/22 06:00:00  AM,6.331,1.000,,,,,
472,07/22/22 07:00:00  AM,6.636,1.000,,,,,
473,07/22/22 08:00:00  AM,7.494,1.000,,,,,
474,07/22/22 09:00:00  AM,5.949,1.000,,,,,
475,07/22/22 10:00:00  AM,5.719,1.000,,,,,
476,07/22/22 11:00:00  AM,6.914,1.000,,,,,
477,07/22/22 12:00:00  PM,6.661,1.000,,,,,
478,07/22/22 01:00:00  PM,7.645,1.000,,,,,
479,07/22/22 02:00:00  PM,7.945,1.000,,,,,
480,07/22/22 03:00:00  PM,8.494,1.000,,,,,
481,07/22/22 04:00:00  PM,11.029,1.000,,,,,
482,07/22/22 05:00:00  PM,11.005,1.000,,,,,
483,07/22/22 06:00:00  PM,9.064,1.000,,,,,
484,07/22/22 07:00:00  PM,6.179,1.000,,,,,
485,07/22/22 08:00:00  PM,5.565,1.000,,,,,
486,07/22/22 09:00:00  PM,6.712,1.000,,,,,
487,07/22/22 10:00:00  PM,4.610,1.000,,,,,
488,07/22/22 11:00:00  PM,3.722,1.000,,,,,
489,07/23/22 12:00:00  AM,3.459,1.000,,,,,
490,07/23/22 01:00:00  AM,4.402,1.000,,,,,
491,07/23/22 02:00:00  AM,5.024,1.000,,,,,
492,07/23/22 03:00:00  AM,4.428,1.000,,,,,
493,07/23/22 04:00:00  AM,5.282,1.000,,,,,
494,07/23/22 05:00:00  AM,6.306,1.000,,,,,
495,07/23/22 06:00:00  AM,6.408,1.000,,,,,
496,07/23/22 07:00:00  AM,5.796,1.000,,,,,
497,07/23/22 08:00:00  AM,6.331,1.000,,,,,
498,07/23/22 09:00:00  AM,7.469,1.000,,,,,
499,07/23/22 10:00:00  AM,9.460,1.000,,,,,
500,07/23/22 11:00:00  AM,9.805,1.000,,,,,
501,07/23/22 12:00:00  PM,9.952,1.000,,,,,
502,07/23/22 01:00:00  PM,9.015,1.000,,,,,
503,07/23/22 02:00:00  PM,8.295,1.000,,,,,
504,07/23/22 03:00:00  PM,8.916,1.000,,,,,
505,07/23/22 04:00:00  PM,10.712,1.000,,,,,
506,07/23/22 05:00:00  PM,8.668,1.000,,,,,
507,07/23/22 06:00:00  PM,7.569,1.000,,,,,
508,07/23/22 07:00:00  PM,7.242,1.000,,,,,
509,07/23/22 08:00:00  PM,6.535,1.000,,,,,
510,07/23/22 09:00:00  PM,6.535,1.000,,,,,
511,07/23/22 10:00:00  PM,6.509,1.000,,,,,
512,07/23/22 11:00:00  PM,6.128,1.000,,,,,
513,07/24/22 12:00:00  AM,4.480,1.000,,,,,
514,07/24/22 01:00:00  AM,4.999,1.000,,,,,
515,07/24/22 02:00:00  AM,4.506,1.000,,,,,
516,07/24/22 03:00:00  AM,3.670,1.000,,,,,
517,07/24/22 04:00:00  AM,3.327,1.000,,,,,
518,07/24/22 05:00:00  AM,3.248,1.000,,,,,
519,07/24/22 06:00:00  AM,2.983,1.000,,,,,
520,07/24/22 07:00:00  AM,2.557,1.000,,,,,
521,07/24/22 08:00:00  AM,4.506,1.000,,,,,
522,07/24/22 09:00:00  AM,4.818,1.000,,,,,
523,07/24/22 10:00:00  AM,5.975,1.000,,,,,
524,07/24/22 11:00:00  AM,7.895,1.000,,,,,
525,07/24/22 12:00:00  PM,8.643,1.000,,,,,
526,07/24/22 01:00:00  PM,12.485,1.000,,,,,
527,07/24/22 02:00:00  PM,10.394,1.000,,,,,
528,07/24/22 03:00:00  PM,9.534,1.000,,,,,
529,07/24/22 04:00:00  PM,6.585,1.000,,,,,
530,07/24/22 05:00:00  PM,7.670,1.000,,,,,
531,07/24/22 06:00:00  PM,9.805,1.000,,,,,
532,07/24/22 07:00:00  PM,7.870,1.000,,,,,
533,07/24/22 08:00:00  PM,7.720,1.000,,,,,
534,07/24/22 09:00:00  PM,8.045,1.000,,,,,
535,07/24/22 10:00:00  PM,10.614,1.000,,,,,
536,07/24/22 11:00:00  PM,8.095,1.000,,,,,
537,07/25/22 12:00:00  AM,7.217,1.000,,,,,
538,07/25/22 01:00:00  AM,7.519,1.000,,,,,
539,07/25/22 02:00:00  AM,9.015,1.000,,,,,
540,07/25/22 03:00:00  AM,9.952,1.000,,,,,
541,07/25/22 04:00:00  AM,9.015,1.000,,,,,
542,07/25/22 05:00:00  AM,11.273,1.000,,,,,
543,07/25/22 06:00:00  AM,12.678,1.000,,,,,
544,07/25/22 07:00:00  AM,16.272,1.000,,,,,
545,07/25/22 08:00:00  AM,11.492,1.000,,,,,
546,07/25/22 09:00:00  AM,15.079,1.000,,,,,
547,07/25/22 10:00:00  AM,13.137,1.000,,,,,
548,07/25/22 11:00:00  AM,13.112,1.000,,,,,
549,07/25/22 12:00:00  PM,13.834,1.000,,,,,
550,07/25/22 01:00:00  PM,15.127,1.000,,,,,
551,07/25/22 02:00:00  PM,15.270,1.000,,,,,
552,07/25/22 03:00:00  PM,13.834,1.000,,,,,
553,07/25/22 04:00:00  PM,14.170,1.000,,,,,
554,07/25/22 05:00:00  PM,14.745,1.000,,,,,
555,07/25/22 06:00:00  PM,7.720,1.000,,,,,
556,07/25/22 07:00:00  PM,8.668,1.000,,,,,
557,07/25/22 08:00:00  PM,11.394,1.000,,,,,
558,07/25/22 09:00:00  PM,10.198,1.000,,,,,
559,07/25/22 10:00:00  PM,9.977,1.000,,,,,
560,07/25/22 11:00:00  PM,9.731,1.000,,,,,
561,07/26/22 12:00:00  AM,8.668,1.000,,,,,
562,07/26/22 01:00:00  AM,8.444,1.000,,,,,
563,07/26/22 02:00:00  AM,9.040,1.000,,,,,
564,07/26/22 03:00:00  AM,9.879,1.000,,,,,
565,07/26/22 04:00:00  AM,9.854,1.000,,,,,
566,07/26/22 05:00:00  AM,9.064,1.000,,,,,
567,07/26/22 06:00:00  AM,10.663,1.000,,,,,
568,07/26/22 07:00:00  AM,11.565,1.000,,,,,
569,07/26/22 08:00:00  AM,12.219,1.000,,,,,
570,07/26/22 09:00:00  AM,12.727,1.000,,,,,
571,07/26/22 10:00:00  AM,13.233,1.000,,,,,
572,07/26/22 11:00:00  AM,13.161,1.000,,,,,
573,07/26/22 12:00:00  PM,13.161,1.000,,,,,
574,07/26/22 01:00:00  PM,14.409,1.000,,,,,
575,07/26/22 02:00:00  PM,15.127,1.000,,,,,
576,07/26/22 03:00:00  PM,17.058,1.000,,,,,
577,07/26/22 04:00:00  PM,14.960,1.000,,,,,
578,07/26/22 05:00:00  PM,16.654,1.000,,,,,
579,07/26/22 06:00:00  PM,15.700,1.000,,,,,
580,07/26/22 07:00:00  PM,16.034,1.000,,,,,
581,07/26/22 08:00:00  PM,15.055,1.000,,,,,
582,07/26/22 09:00:00  PM,12.219,1.000,,,,,
583,07/26/22 10:00:00  PM,8.841,1.000,,,,,
584,07/26/22 11:00:00  PM,7.116,1.000,,,,,
585,07/27/22 12:00:00  AM,6.661,1.000,,,,,
586,07/27/22 01:00:00  AM,6.661,1.000,,,,,
587,07/27/22 02:00:00  AM,7.066,1.000,,,,,
588,07/27/22 03:00:00  AM,8.469,1.000,,,,,
589,07/27/22 04:00:00  AM,9.114,1.000,,,,,
590,07/27/22 05:00:00  AM,6.458,1.000,,,,,
591,07/27/22 06:00:00  AM,6.560,1.000,,,,,
592,07/27/22 07:00:00  AM,9.509,1.000,,,,,
593,07/27/22 08:00:00  AM,11.224,1.000,,,,,
594,07/27/22 09:00:00  AM,13.425,1.000,,,,,
595,07/27/22 10:00:00  AM,14.864,1.000,,,,,
596,07/27/22 11:00:00  AM,15.390,1.000,,,,,
597,07/27/22 12:00:00  PM,15.270,1.000,,,,,
598,07/27/22 01:00:00  PM,13.425,1.000,,,,,
599,07/27/22 02:00:00  PM,11.710,1.000,,,,,
600,07/27/22 03:00:00  PM,13.257,1.000,,,,,
601,07/27/22 04:00:00  PM,15.175,1.000,,,,,
602,07/27/22 05:00:00  PM,11.807,1.000,,,,,
603,07/27/22 06:00:00  PM,10.100,1.000,,,,,
604,07/27/22 07:00:00  PM,10.565,1.000,,,,,
605,07/27/22 08:00:00  PM,11.394,1.000,,,,,
606,07/27/22 09:00:00  PM,9.731,1.000,,,,,
607,07/27/22 10:00:00  PM,9.558,1.000,,,,,
608,07/27/22 11:00:00  PM,7.594,1.000,,,,,
609,07/28/22 12:00:00  AM,7.242,1.000,,,,,
610,07/28/22 01:00:00  AM,6.763,1.000,,,,,
611,07/28/22 02:00:00  AM,6.051,1.000,,,,,
612,07/28/22 03:00:00  AM,7.192,1.000,,,,,
613,07/28/22 04:00:00  AM,6.687,1.000,,,,,
614,07/28/22 05:00:00  AM,6.535,1.000,,,,,
615,07/28/22 06:00:00  AM,7.820,1.000,,,,,
616,07/28/22 07:00:00  AM,8.195,1.000,,,,,
617,07/28/22 08:00:00  AM,11.346,1.000,,,,,
618,07/28/22 09:00:00  AM,11.759,1.000,,,,,
619,07/28/22 10:00:00  AM,11.977,1.000,,,,,
620,07/28/22 11:00:00  AM,11.662,1.000,,,,,
621,07/28/22 12:00:00  PM,11.078,1.000,,,,,
622,07/28/22 01:00:00  PM,11.904,1.000,,,,,
623,07/28/22 02:00:00  PM,14.577,1.000,,,,,
624,07/28/22 03:00:00  PM,15.079,1.000,,,,,
625,07/28/22 04:00:00  PM,13.834,1.000,,,,,
626,07/28/22 05:00:00  PM,12.992,1.000,,,,,
627,07/28/22 06:00:00  PM,12.268,1.000,,,,,
628,07/28/22 07:00:00  PM,12.534,1.000,,,,,
629,07/28/22 08:00:00  PM,11.662,1.000,,,,,
630,07/28/22 09:00:00  PM,8.245,1.000,,,,,
631,07/28/22 10:00:00  PM,6.306,1.000,,,,,
632,07/28/22 11:00:00  PM,4.324,1.000,,,,,
633,07/29/22 12:00:00  AM,4.454,1.000,,,,,
634,07/29/22 01:00:00  AM,1.425,1.000,,,,,
635,07/29/22 02:00:00  AM,2.770,1.000,,,,,
636,07/29/22 03:00:00  AM,4.194,1.000,,,,,
637,07/29/22 04:00:00  AM,5.154,1.000,,,,,
638,07/29/22 05:00:00  AM,5.076,1.000,,,,,
639,07/29/22 06:00:00  AM,5.231,1.000,,,,,
640,07/29/22 07:00:00  AM,7.041,1.000,,,,,
641,07/29/22 08:00:00  AM,7.015,1.000,,,,,
642,07/29/22 09:00:00  AM,8.568,1.000,,,,,
643,07/29/22 10:00:00  AM,9.632,1.000,,,,,
644,07/29/22 11:00:00  AM,8.593,1.000,,,,,
645,07/29/22 12:00:00  PM,8.668,1.000,,,,,
646,07/29/22 01:00:00  PM,10.075,1.000,,,,,
647,07/29/22 02:00:00  PM,8.916,1.000,,,,,
648,07/29/22 03:00:00  PM,9.632,1.000,,,,,
649,07/29/22 04:00:00  PM,8.618,1.000,,,,,
650,07/29/22 05:00:00  PM,8.220,1.000,,,,,
651,07/29/22 06:00:00  PM,8.170,1.000,,,,,
652,07/29/22 07:00:00  PM,7.544,1.000,,,,,
653,07/29/22 08:00:00  PM,6.965,1.000,,,,,
654,07/29/22 09:00:00  PM,5.462,1.000,,,,,
655,07/29/22 10:00:00  PM,4.921,1.000,,,,,
656,07/29/22 11:00:00  PM,4.011,1.000,,,,,
657,07/30/22 12:00:00  AM,3.722,1.000,,,,,
658,07/30/22 01:00:00  AM,3.696,1.000,,,,,
659,07/30/22 02:00:00  AM,4.350,1.000,,,,,
660,07/30/22 03:00:00  AM,5.024,1.000,,,,,
661,07/30/22 04:00:00  AM,5.668,1.000,,,,,
662,07/30/22 05:00:00  AM,5.539,1.000,,,,,
663,07/30/22 06:00:00  AM,5.385,1.000,,,,,
664,07/30/22 07:00:00  AM,8.568,1.000,,,,,
665,07/30/22 08:00:00  AM,9.312,1.000,,,,,
666,07/30/22 09:00:00  AM,9.780,1.000,,,,,
667,07/30/22 10:00:00  AM,9.756,1.000,,,,,
668,07/30/22 11:00:00  AM,12.098,1.000,,,,,
669,07/30/22 12:00:00  PM,11.078,1.000,,,,,
670,07/30/22 01:00:00  PM,11.127,1.000,,,,,
671,07/30/22 02:00:00  PM,9.583,1.000,,,,,
672,07/30/22 03:00:00  PM,14.361,1.000,,,,,
673,07/30/22 04:00:00  PM,15.223,1.000,,,,,
674,07/30/22 05:00:00  PM,10.443,1.000,,,,,
675,07/30/22 06:00:00  PM,7.645,1.000,,,,,
676,07/30/22 07:00:00  PM,7.895,1.000,,,,,
677,07/30/22 08:00:00  PM,5.154,1.000,,,,,
678,07/30/22 09:00:00  PM,5.154,1.000,,,,,
679,07/30/22 10:00:00  PM,2.423,1.000,,,,,
680,07/30/22 11:00:00  PM,0.632,1.000,,,,,
681,07/31/22 12:00:00  AM,0.246,1.000,,,,,
682,07/31/22 01:00:00  AM,3.036,1.000,,,,,
683,07/31/22 02:00:00  AM,2.610,1.000,,,,,
684,07/31/22 03:00:00  AM,5.360,1.000,,,,,
685,07/31/22 04:00:00  AM,7.945,1.000,,,,,
686,07/31/22 05:00:00  AM,8.618,1.000,,,,,
687,07/31/22 06:00:00  AM,9.509,1.000,,,,,
688,07/31/22 07:00:00  AM,8.866,1.000,,,,,
689,07/31/22 08:00:00  AM,11.078,1.000,,,,,
690,07/31/22 09:00:00  AM,10.638,1.000,,,,,
691,07/31/22 10:00:00  AM,11.200,1.000,,,,,
692,07/31/22 11:00:00  AM,13.137,1.000,,,,,
693,07/31/22 12:00:00  PM,13.930,1.000,,,,,
694,07/31/22 01:00:00  PM,12.534,1.000,,,,,
695,07/31/22 02:00:00  PM,14.002,1.000,,,,,
696,07/31/22 03:00:00  PM,14.673,1.000,,,,,
697,07/31/22 04:00:00  PM,16.272,1.000,,,,,
698,07/31/22 05:00:00  PM,17.011,1.000,,,,,
699,07/31/22 06:00:00  PM,15.724,1.000,,,,,
700,07/31/22 07:00:00  PM,13.497,1.000,,,,,
701,07/31/22 08:00:00  PM,11.856,1.000,,,,,
702,07/31/22 09:00:00  PM,7.142,1.000,,,,,
703,07/31/22 10:00:00  PM,9.040,1.000,,,,,
704,07/31/22 11:00:00  PM,7.469,1.000,,,,,
705,08/01/22 12:00:00  AM,7.343,1.000,,,,,
706,08/01/22 01:00:00  AM,6.230,1.000,,,,,
707,08/01/22 02:00:00  AM,7.268,1.000,,,,,
708,08/01/22 03:00:00  AM,8.095,1.000,,,,,
709,08/01/22 04:00:00  AM,13.329,1.000,,,,,
710,08/01/22 05:00:00  AM,12.678,1.000,,,,,
711,08/01/22 06:00:00  AM,11.053,1.000,,,,,
712,08/01/22 07:00:00  AM,12.582,1.000,,,,,
713,08/01/22 08:00:00  AM,15.748,1.000,,,,,
714,08/01/22 09:00:00  AM,16.558,1.000,,,,,
715,08/01/22 10:00:00  AM,16.177,1.000,,,,,
716,08/01/22 11:00:00  AM,15.819,1.000,,,,,
717,08/01/22 12:00:00  PM,15.461,1.000,,,,,
718,08/01/22 01:00:00  PM,14.218,1.000,,,,,
719,08/01/22 02:00:00  PM,15.963,1.000,,,,,
720,08/01/22 03:00:00  PM,15.986,1.000,,,,,
721,08/01/22 04:00:00  PM,15.796,1.000,,,,,
722,08/01/22 05:00:00  PM,17.296,1.000,,,,,
723,08/01/22 06:00:00  PM,16.534,1.000,,,,,
724,08/01/22 07:00:00  PM,15.557,1.000,,,,,
725,08/01/22 08:00:00  PM,12.268,1.000,,,,,
726,08/01/22 09:00:00  PM,10.761,1.000,,,,,
727,08/01/22 10:00:00  PM,8.990,1.000,,,,,
728,08/01/22 11:00:00  PM,7.745,1.000,,,,,
729,08/02/22 12:00:00  AM,7.116,1.000,,,,,
730,08/02/22 01:00:00  AM,6.940,1.000,,,,,
731,08/02/22 02:00:00  AM,7.419,1.000,,,,,
732,08/02/22 03:00:00  AM,8.469,1.000,,,,,
733,08/02/22 04:00:00  AM,9.361,1.000,,,,,
734,08/02/22 05:00:00  AM,12.437,1.000,,,,,
735,08/02/22 06:00:00  AM,14.266,1.000,,,,,
736,08/02/22 07:00:00  AM,14.888,1.000,,,,,
737,08/02/22 08:00:00  AM,14.912,1.000,,,,,
738,08/02/22 09:00:00  AM,13.161,1.000,,,,,
739,08/02/22 10:00:00  AM,12.582,1.000,,,,,
740,08/02/22 11:00:00  AM,13.930,1.000,,,,,
741,08/02/22 12:00:00  PM,14.314,1.000,,,,,
742,08/02/22 01:00:00  PM,14.960,1.000,,,,,
743,08/02/22 02:00:00  PM,15.939,1.000,,,,,
744,08/02/22 03:00:00  PM,15.939,1.000,,,,,
745,08/02/22 04:00:00  PM,15.652,1.000,,,,,
746,08/02/22 05:00:00  PM,16.487,1.000,,,,,
747,08/02/22 06:00:00  PM,15.891,1.000,,,,,
748,08/02/22 07:00:00  PM,13.786,1.000,,,,,
749,08/02/22 08:00:00  PM,10.785,1.000,,,,,
750,08/02/22 09:00:00  PM,10.810,1.000,,,,,
751,08/02/22 10:00:00  PM,8.469,1.000,,,,,
752,08/02/22 11:00:00  PM,6.509,1.000,,,,,
753,08/03/22 12:00:00  AM,5.693,1.000,,,,,
754,08/03/22 01:00:00  AM,5.847,1.000,,,,,
755,08/03/22 02:00:00  AM,7.268,1.000,,,,,
756,08/03/22 03:00:00  AM,8.120,1.000,,,,,
757,08/03/22 04:00:00  AM,7.695,1.000,,,,,
758,08/03/22 05:00:00  AM,9.731,1.000,,,,,
759,08/03/22 06:00:00  AM,11.662,1.000,,,,,
760,08/03/22 07:00:00  AM,12.147,1.000,,,,,
761,08/03/22 08:00:00  AM,12.896,1.000,,,,,
762,08/03/22 09:00:00  AM,13.449,1.000,,,,,
763,08/03/22 10:00:00  AM,13.401,1.000,,,,,
764,08/03/22 11:00:00  AM,14.098,1.000,,,,,
765,08/03/22 12:00:00  PM,15.008,1.000,,,,,
766,08/03/22 01:00:00  PM,13.930,1.000,,,,,
767,08/03/22 02:00:00  PM,15.819,1.000,,,,,
768,08/03/22 03:00:00  PM,15.891,1.000,,,,,
769,08/03/22 04:00:00  PM,15.581,1.000,,,,,
770,08/03/22 05:00:00  PM,15.366,1.000,,,,,
771,08/03/22 06:00:00  PM,14.266,1.000,,,,,
772,08/03/22 07:00:00  PM,12.871,1.000,,,,,
773,08/03/22 08:00:00  PM,8.568,1.000,,,,,
774,08/03/22 09:00:00  PM,9.608,1.000,,,,,
775,08/03/22 10:00:00  PM,7.066,1.000,,,,,
776,08/03/22 11:00:00  PM,5.796,1.000,,,,,
777,08/04/22 12:00:00  AM,5.539,1.000,,,,,
778,08/04/22 01:00:00  AM,4.844,1.000,,,,,
779,08/04/22 02:00:00  AM,6.813,1.000,,,,,
780,08/04/22 03:00:00  AM,7.770,1.000,,,,,
781,08/04/22 04:00:00  AM,7.820,1.000,,,,,
782,08/04/22 05:00:00  AM,9.731,1.000,,,,,
783,08/04/22 06:00:00  AM,11.005,1.000,,,,,
784,08/04/22 07:00:00  AM,13.016,1.000,,,,,
785,08/04/22 08:00:00  AM,12.001,1.000,,,,,
786,08/04/22 09:00:00  AM,13.377,1.000,,,,,
787,08/04/22 10:00:00  AM,14.122,1.000,,,,,
788,08/04/22 11:00:00  AM,15.939,1.000,,,,,
789,08/04/22 12:00:00  PM,15.867,1.000,,,,,
790,08/04/22 01:00:00  PM,16.439,1.000,,,,,
791,08/04/22 02:00:00  PM,17.605,1.000,,,,,
792,08/04/22 03:00:00  PM,15.629,1.000,,,,,
793,08/04/22 04:00:00  PM,9.657,1.000,,,,,
794,08/04/22 05:00:00  PM,17.701,1.000,,,,,
795,08/04/22 06:00:00  PM,16.392,1.000,,,,,
796,08/04/22 07:00:00  PM,16.320,1.000,,,,,
797,08/04/22 08:00:00  PM,12.727,1.000,,,,,
798,08/04/22 09:00:00  PM,12.485,1.000,,,,,
799,08/04/22 10:00:00  PM,9.706,1.000,,,,,
800,08/04/22 11:00:00  PM,9.583,1.000,,,,,
801,08/05/22 12:00:00  AM,7.569,1.000,,,,,
802,08/05/22 01:00:00  AM,7.318,1.000,,,,,
803,08/05/22 02:00:00  AM,8.045,1.000,,,,,
804,08/05/22 03:00:00  AM,9.064,1.000,,,,,
805,08/05/22 04:00:00  AM,8.469,1.000,,,,,
806,08/05/22 05:00:00  AM,10.663,1.000,,,,,
807,08/05/22 06:00:00  AM,11.856,1.000,,,,,
808,08/05/22 07:00:00  AM,12.727,1.000,,,,,
809,08/05/22 08:00:00  AM,13.449,1.000,,,,,
810,08/05/22 09:00:00  AM,14.697,1.000,,,,,
811,08/05/22 10:00:00  AM,14.074,1.000,,,,,
812,08/05/22 11:00:00  AM,15.461,1.000,,,,,
813,08/05/22 12:00:00  PM,15.438,1.000,,,,,
814,08/05/22 01:00:00  PM,13.762,1.000,,,,,
815,08/05/22 02:00:00  PM,14.314,1.000,,,,,
816,08/05/22 03:00:00  PM,15.175,1.000,,,,,
817,08/05/22 04:00:00  PM,15.629,1.000,,,,,
818,08/05/22 05:00:00  PM,15.819,1.000,,,,,
819,08/05/22 06:00:00  PM,15.819,1.000,,,,,
820,08/05/22 07:00:00  PM,14.457,1.000,,,,,
821,08/05/22 08:00:00  PM,10.565,1.000,,,,,
822,08/05/22 09:00:00  PM,5.872,1.000,,,,,
823,08/05/22 10:00:00  PM,3.696,1.000,,,,,
824,08/05/22 11:00:00  PM,4.844,1.000,,,,,
825,08/06/22 12:00:00  AM,4.869,1.000,,,,,
826,08/06/22 01:00:00  AM,4.688,1.000,,,,,
827,08/06/22 02:00:00  AM,4.011,1.000,,,,,
828,08/06/22 03:00:00  AM,3.538,1.000,,,,,
829,08/06/22 04:00:00  AM,3.221,1.000,,,,,
830,08/06/22 05:00:00  AM,8.643,1.000,,,,,
831,08/06/22 06:00:00  AM,11.662,1.000,,,,,
832,08/06/22 07:00:00  AM,12.195,1.000,,,,,
833,08/06/22 08:00:00  AM,15.843,1.000,,,,,
834,08/06/22 09:00:00  AM,9.657,1.000,,,,,
835,08/06/22 10:00:00  AM,9.213,1.000,,,,,
836,08/06/22 11:00:00  AM,10.149,1.000,,,,,
837,08/06/22 12:00:00  PM,10.785,1.000,,,,,
838,08/06/22 01:00:00  PM,11.832,1.000,,,,,
839,08/06/22 02:00:00  PM,10.394,1.000,,,,,
840,08/06/22 03:00:00  PM,11.516,1.000,,,,,
841,08/06/22 04:00:00  PM,9.410,1.000,,,,,
842,08/06/22 05:00:00  PM,8.817,1.000,,,,,
843,08/06/22 06:00:00  PM,9.089,1.000,,,,,
844,08/06/22 07:00:00  PM,9.657,1.000,,,,,
845,08/06/22 08:00:00  PM,8.543,1.000,,,,,
846,08/06/22 09:00:00  PM,12.195,1.000,,,,,
847,08/06/22 10:00:00  PM,8.045,1.000,,,,,
848,08/06/22 11:00:00  PM,7.015,1.000,,,,,
849,08/07/22 12:00:00  AM,8.618,1.000,,,,,
850,08/07/22 01:00:00  AM,6.255,1.000,,,,,
851,08/07/22 02:00:00  AM,5.565,1.000,,,,,
852,08/07/22 03:00:00  AM,4.818,1.000,,,,,
853,08/07/22 04:00:00  AM,4.272,1.000,,,,,
854,08/07/22 05:00:00  AM,5.796,1.000,,,,,
855,08/07/22 06:00:00  AM,6.687,1.000,,,,,
856,08/07/22 07:00:00  AM,7.645,1.000,,,,,
857,08/07/22 08:00:00  AM,8.394,1.000,,,,,
858,08/07/22 09:00:00  AM,7.268,1.000,,,,,
859,08/07/22 10:00:00  AM,7.720,1.000,,,,,
860,08/07/22 11:00:00  AM,8.295,1.000,,,,,
861,08/07/22 12:00:00  PM,10.198,1.000,,,,,
862,08/07/22 01:00:00  PM,11.904,1.000,,,,,
863,08/07/22 01:59:13  PM,,,,Logged,,,
864,08/07/22 01:59:24  PM,,,,,Logged,,
865,08/07/22 01:59:33  PM,,,,,,Logged,Logged
