site,plot,treatment,light,year,DOY,hhmm,ss.s,battery_V,CO2_v,CO2_ppm,H2O_v,H2O_v,H2O_ppt,T_panel,T_soil,T_air
MEAD,11,T,light,2022,182,1053,36,,,410.89,,,,,7.607,9.04
MEAD,11,T,light,2022,182,1053,37,,,409.74,,,,,7.607,9.04
MEAD,11,T,light,2022,182,1053,38,,,407.94,,,,,7.607,9.04
MEAD,11,T,light,2022,182,1053,39,,,410.05,,,,,7.607,9.04
MEAD,11,T,light,2022,182,1053,40,,,409.36,,,,,7.607,9.04
MEAD,11,T,light,2022,182,1053,41,,,410.3,,,,,7.607,9.04
MEAD,11,T,light,2022,182,1053,42,,,409.88,,,,,7.607,9.04
MEAD,11,T,light,2022,182,1053,43,,,408.25,,,,,7.607,9.04
MEAD,11,T,light,2022,182,1053,44,,,409.08,,,,,7.607,9.04
MEAD,11,T,light,2022,182,1053,45,,,408.98,,,,,7.607,9.04
MEAD,11,T,light,2022,182,1053,46,,,409.43,,,,,7.607,9.04
MEAD,11,T,light,2022,182,1053,47,,,408.6,,,,,7.607,9.04
MEAD,11,T,light,2022,182,1053,48,,,409.43,,,,,7.607,9.04
MEAD,11,T,light,2022,182,1053,49,,,409.08,,,,,7.607,9.04
MEAD,11,T,light,2022,182,1053,50,,,409.67,,,,,7.607,9.04
MEAD,11,T,light,2022,182,1053,51,,,409.47,,,,,7.607,9.04
MEAD,11,T,light,2022,182,1053,52,,,408.56,,,,,7.607,9.04
MEAD,11,T,light,2022,182,1053,53,,,408.15,,,,,7.607,9.04
MEAD,11,T,light,2022,182,1053,54,,,408.08,,,,,7.607,9.04
MEAD,11,T,light,2022,182,1053,55,,,409.19,,,,,7.607,9.04
MEAD,11,T,light,2022,182,1053,56,,,407.83,,,,,7.607,9.04
MEAD,11,T,light,2022,182,1053,57,,,407.11,,,,,7.607,9.04
MEAD,11,T,light,2022,182,1053,58,,,407.59,,,,,7.607,9.04
MEAD,11,T,light,2022,182,1053,59,,,409.78,,,,,7.607,9.04
MEAD,11,T,light,2022,182,1054,0,,,408.29,,,,,7.607,9.04
MEAD,11,T,light,2022,182,1054,1,,,408.53,,,,,7.607,9.04
,,,,,,,,,,,,,,,,
MEAD,11,T,dark,2022,182,1056,0,,,416.19,,,,,7.6911,8.156
MEAD,11,T,dark,2022,182,1056,1,,,417.3,,,,,7.6911,8.156
MEAD,11,T,dark,2022,182,1056,2,,,416.88,,,,,7.6911,8.156
MEAD,11,T,dark,2022,182,1056,3,,,415.88,,,,,7.6911,8.156
MEAD,11,T,dark,2022,182,1056,4,,,416.61,,,,,7.6911,8.156
MEAD,11,T,dark,2022,182,1056,5,,,418.06,,,,,7.6911,8.156
MEAD,11,T,dark,2022,182,1056,6,,,417.13,,,,,7.6911,8.156
MEAD,11,T,dark,2022,182,1056,7,,,417.44,,,,,7.6911,8.156
MEAD,11,T,dark,2022,182,1056,8,,,418.51,,,,,7.6911,8.156
MEAD,11,T,dark,2022,182,1056,9,,,416.88,,,,,7.6911,8.156
MEAD,11,T,dark,2022,182,1056,10,,,417.54,,,,,7.6911,8.156
MEAD,11,T,dark,2022,182,1056,11,,,417.72,,,,,7.6911,8.156
MEAD,11,T,dark,2022,182,1056,12,,,416.99,,,,,7.6911,8.156
MEAD,11,T,dark,2022,182,1056,13,,,417.86,,,,,7.6911,8.156
MEAD,11,T,dark,2022,182,1056,14,,,416.54,,,,,7.6911,8.156
MEAD,11,T,dark,2022,182,1056,15,,,417.82,,,,,7.6911,8.156
MEAD,11,T,dark,2022,182,1056,16,,,417.72,,,,,7.6911,8.156
MEAD,11,T,dark,2022,182,1056,17,,,417.99,,,,,7.6911,8.156
MEAD,11,T,dark,2022,182,1056,18,,,418.55,,,,,7.6911,8.156
MEAD,11,T,dark,2022,182,1056,19,,,418.96,,,,,7.6911,8.156
MEAD,11,T,dark,2022,182,1056,20,,,416.4,,,,,7.6911,8.156
MEAD,11,T,dark,2022,182,1056,21,,,417.37,,,,,7.6911,8.156
MEAD,11,T,dark,2022,182,1056,22,,,418.76,,,,,7.6911,8.156
MEAD,11,T,dark,2022,182,1056,23,,,418.27,,,,,7.6911,8.156
MEAD,11,T,dark,2022,182,1056,24,,,417.51,,,,,7.6911,8.156
MEAD,11,T,dark,2022,182,1056,25,,,418.2,,,,,7.6911,8.156
MEAD,11,T,dark,2022,182,1056,26,,,418.2,,,,,7.6911,8.156
MEAD,11,T,dark,2022,182,1056,27,,,417.58,,,,,7.6911,8.156
MEAD,11,T,dark,2022,182,1056,28,,,418.13,,,,,7.6911,8.156
MEAD,11,T,dark,2022,182,1056,29,,,419.31,,,,,7.6911,8.156
MEAD,11,T,dark,2022,182,1056,30,,,418.41,,,,,7.6911,8.156
MEAD,11,T,dark,2022,182,1056,31,,,418.55,,,,,7.6911,8.156
MEAD,11,T,dark,2022,182,1056,32,,,418.41,,,,,7.6911,8.156
MEAD,11,T,dark,2022,182,1056,33,,,4199.66,,,,,7.6911,8.156
MEAD,11,T,dark,2022,182,1056,34,,,418.13,,,,,7.6911,8.156
MEAD,11,T,dark,2022,182,1056,35,,,418.2,,,,,7.6911,8.156
MEAD,11,T,dark,2022,182,1056,36,,,417.3,,,,,7.6911,8.156
MEAD,11,T,dark,2022,182,1056,37,,,419.83,,,,,7.6911,8.156
MEAD,11,T,dark,2022,182,1056,38,,,418.83,,,,,7.6911,8.156
MEAD,11,T,dark,2022,182,1056,39,,,418.41,,,,,7.6911,8.156
MEAD,11,T,dark,2022,182,1056,40,,,419.21,,,,,7.6911,8.156
MEAD,11,T,dark,2022,182,1056,41,,,420.07,,,,,7.6911,8.156
MEAD,11,T,dark,2022,182,1056,42,,,419.9,,,,,7.6911,8.156
MEAD,11,T,dark,2022,182,1056,43,,,418.41,,,,,7.6911,8.156
MEAD,11,T,dark,2022,182,1056,44,,,418.51,,,,,7.6911,8.156
MEAD,11,T,dark,2022,182,1056,45,,,408.96,,,,,7.6911,8.156
MEAD,11,T,dark,2022,182,1056,46,,,418.76,,,,,7.6911,8.156
MEAD,11,T,dark,2022,182,1056,47,,,419.73,,,,,7.6911,8.156
MEAD,11,T,dark,2022,182,1056,48,,,420.84,,,,,7.6911,8.156
MEAD,11,T,dark,2022,182,1056,49,,,420.07,,,,,7.6911,8.156
MEAD,11,T,dark,2022,182,1056,50,,,419.45,,,,,7.6911,8.156
MEAD,11,T,dark,2022,182,1056,51,,,420.42,,,,,7.6911,8.156
MEAD,11,T,dark,2022,182,1056,52,,,419.45,,,,,7.6911,8.156
MEAD,11,T,dark,2022,182,1056,53,,,419.52,,,,,7.6911,8.156
MEAD,11,T,dark,2022,182,1056,54,,,420.84,,,,,7.6911,8.156
MEAD,11,T,dark,2022,182,1056,55,,,420.59,,,,,7.6911,8.156
MEAD,11,T,dark,2022,182,1056,56,,,420.21,,,,,7.6911,8.156
MEAD,11,T,dark,2022,182,1056,57,,,420.91,,,,,7.6911,8.156
MEAD,11,T,dark,2022,182,1056,58,,,420.49,,,,,7.6911,8.156
MEAD,11,T,dark,2022,182,1056,59,,,422.29,,,,,7.6911,8.156
MEAD,11,T,dark,2022,182,1057,0,,,419.1,,,,,7.6911,8.156
MEAD,11,T,dark,2022,182,1057,1,,,421.05,,,,,7.6911,8.156
MEAD,11,T,dark,2022,182,1057,2,,,421.88,,,,,7.6911,8.156
MEAD,11,T,dark,2022,182,1057,3,,,421.05,,,,,7.6911,8.156
MEAD,11,T,dark,2022,182,1057,4,,,421.49,,,,,7.6911,8.156
MEAD,11,T,dark,2022,182,1057,5,,,419.94,,,,,7.6911,8.156
MEAD,11,T,dark,2022,182,1057,6,,,420.42,,,,,7.6911,8.156
MEAD,11,T,dark,2022,182,1057,7,,,422.85,,,,,7.6911,8.156
MEAD,11,T,dark,2022,182,1057,8,,,421.6,,,,,7.6911,8.156
MEAD,11,T,dark,2022,182,1057,9,,,421.6,,,,,7.6911,8.156
MEAD,11,T,dark,2022,182,1057,10,,,421.56,,,,,7.6911,8.156
MEAD,11,T,dark,2022,182,1057,11,,,422.02,,,,,7.6911,8.156
MEAD,11,T,dark,2022,182,1057,12,,,421.67,,,,,7.6911,8.156
MEAD,11,T,dark,2022,182,1057,13,,,421.29,,,,,7.6911,8.156
MEAD,11,T,dark,2022,182,1057,14,,,421.95,,,,,7.6911,8.156
MEAD,11,T,dark,2022,182,1057,15,,,421.11,,,,,7.6911,8.156
MEAD,11,T,dark,2022,182,1057,16,,,421.32,,,,,7.6911,8.156
MEAD,11,T,dark,2022,182,1057,17,,,422.99,,,,,7.6911,8.156
MEAD,11,T,dark,2022,182,1057,18,,,422.36,,,,,7.6911,8.156
MEAD,11,T,dark,2022,182,1057,19,,,421.05,,,,,7.6911,8.156
MEAD,11,T,dark,2022,182,1057,20,,,422.4,,,,,7.6911,8.156
MEAD,11,T,dark,2022,182,1057,21,,,420.94,,,,,7.6911,8.156
MEAD,11,T,dark,2022,182,1057,22,,,421.81,,,,,7.6911,8.156
MEAD,11,T,dark,2022,182,1057,23,,,422.29,,,,,7.6911,8.156
MEAD,11,T,dark,2022,182,1057,24,,,423.44,,,,,7.6911,8.156
MEAD,11,T,dark,2022,182,1057,25,,,423.19,,,,,7.6911,8.156
MEAD,11,T,dark,2022,182,1057,26,,,422.33,,,,,7.6911,8.156
MEAD,11,T,dark,2022,182,1057,27,,,421.98,,,,,7.6911,8.156
MEAD,11,T,dark,2022,182,1057,28,,,422.71,,,,,7.6911,8.156
MEAD,11,T,dark,2022,182,1057,29,,,422.71,,,,,7.6911,8.156
MEAD,11,T,dark,2022,182,1057,30,,,422.43,,,,,7.6911,8.156
MEAD,11,T,dark,2022,182,1057,31,,,424.89,,,,,7.6911,8.156
MEAD,11,T,dark,2022,182,1057,32,,,422.09,,,,,7.6911,8.156
MEAD,11,T,dark,2022,182,1057,33,,,422.53,,,,,7.6911,8.156
MEAD,11,T,dark,2022,182,1057,34,,,423.47,,,,,7.6911,8.156
MEAD,11,T,dark,2022,182,1057,35,,,422.99,,,,,7.6911,8.156
MEAD,11,T,dark,2022,182,1057,36,,,422.99,,,,,7.6911,8.156
MEAD,11,T,dark,2022,182,1057,37,,,423.61,,,,,7.6911,8.156
MEAD,11,T,dark,2022,182,1057,38,,,423.61,,,,,7.6911,8.156
MEAD,11,T,dark,2022,182,1057,39,,,423.96,,,,,7.6911,8.156
MEAD,11,T,dark,2022,182,1057,40,,,423.5,,,,,7.6911,8.156
MEAD,11,T,dark,2022,182,1057,41,,,424.65,,,,,7.6911,8.156
MEAD,11,T,dark,2022,182,1057,42,,,423.99,,,,,7.6911,8.156
MEAD,11,T,dark,2022,182,1057,43,,,423.06,,,,,7.6911,8.156
MEAD,11,T,dark,2022,182,1057,44,,,424.1,,,,,7.6911,8.156
MEAD,11,T,dark,2022,182,1057,45,,,424.72,,,,,7.6911,8.156
MEAD,11,T,dark,2022,182,1057,46,,,425.14,,,,,7.6911,8.156
MEAD,11,T,dark,2022,182,1057,47,,,424.54,,,,,7.6911,8.156
MEAD,11,T,dark,2022,182,1057,48,,,426.11,,,,,7.6911,8.156
MEAD,11,T,dark,2022,182,1057,49,,,424.2,,,,,7.6911,8.156
MEAD,11,T,dark,2022,182,1057,50,,,423.4,,,,,7.6911,8.156
MEAD,11,T,dark,2022,182,1057,51,,,422.99,,,,,7.6911,8.156
MEAD,11,T,dark,2022,182,1057,52,,,424.58,,,,,7.6911,8.156
MEAD,11,T,dark,2022,182,1057,53,,,424.86,,,,,7.6911,8.156
MEAD,11,T,dark,2022,182,1057,54,,,424.44,,,,,7.6911,8.156
MEAD,11,T,dark,2022,182,1057,55,,,424.58,,,,,7.6911,8.156
MEAD,11,T,dark,2022,182,1057,56,,,425.14,,,,,7.6911,8.156
MEAD,11,T,dark,2022,182,1057,57,,,425.28,,,,,7.6911,8.156
MEAD,11,T,dark,2022,182,1057,58,,,424.41,,,,,7.6911,8.156
MEAD,11,T,dark,2022,182,1057,59,,,425.55,,,,,7.6911,8.156
MEAD,11,T,dark,2022,182,1058,0,,,425.38,,,,,7.6911,8.156
MEAD,11,T,dark,2022,182,1058,1,,,425.07,,,,,7.6911,8.156
,,,,,,,,,,,,,,,,
MEAD,12,C,light,2022,182,1132,0,,,422.02,,,,,6.9675,9.0245
MEAD,12,C,light,2022,182,1132,1,,,421.33,,,,,6.9675,9.0245
MEAD,12,C,light,2022,182,1132,2,,,420.08,,,,,6.9675,9.0245
MEAD,12,C,light,2022,182,1132,3,,,421.68,,,,,6.9675,9.0245
MEAD,12,C,light,2022,182,1132,4,,,420.22,,,,,6.9675,9.0245
MEAD,12,C,light,2022,182,1132,5,,,421.88,,,,,6.9675,9.0245
MEAD,12,C,light,2022,182,1132,6,,,419.18,,,,,6.9675,9.0245
MEAD,12,C,light,2022,182,1132,7,,,422.02,,,,,6.9675,9.0245
MEAD,12,C,light,2022,182,1132,8,,,421.75,,,,,6.9675,9.0245
MEAD,12,C,light,2022,182,1132,9,,,420.5,,,,,6.9675,9.0245
MEAD,12,C,light,2022,182,1132,10,,,421.26,,,,,6.9675,9.0245
MEAD,12,C,light,2022,182,1132,11,,,421.4,,,,,6.9675,9.0245
MEAD,12,C,light,2022,182,1132,12,,,419.67,,,,,6.9675,9.0245
MEAD,12,C,light,2022,182,1132,13,,,421.4,,,,,6.9675,9.0245
MEAD,12,C,light,2022,182,1132,14,,,420.5,,,,,6.9675,9.0245
MEAD,12,C,light,2022,182,1132,15,,,420.22,,,,,6.9675,9.0245
MEAD,12,C,light,2022,182,1132,16,,,421.75,,,,,6.9675,9.0245
MEAD,12,C,light,2022,182,1132,17,,,420.64,,,,,6.9675,9.0245
MEAD,12,C,light,2022,182,1132,18,,,419.67,,,,,6.9675,9.0245
MEAD,12,C,light,2022,182,1132,19,,,421.26,,,,,6.9675,9.0245
MEAD,12,C,light,2022,182,1132,20,,,420.64,,,,,6.9675,9.0245
MEAD,12,C,light,2022,182,1132,21,,,420.36,,,,,6.9675,9.0245
MEAD,12,C,light,2022,182,1132,22,,,419.46,,,,,6.9675,9.0245
MEAD,12,C,light,2022,182,1132,23,,,421.61,,,,,6.9675,9.0245
MEAD,12,C,light,2022,182,1132,24,,,418.83,,,,,6.9675,9.0245
MEAD,12,C,light,2022,182,1132,25,,,421.75,,,,,6.9675,9.0245
MEAD,12,C,light,2022,182,1132,26,,,421.05,,,,,6.9675,9.0245
MEAD,12,C,light,2022,182,1132,27,,,420.22,,,,,6.9675,9.0245
MEAD,12,C,light,2022,182,1132,28,,,418.14,,,,,6.9675,9.0245
MEAD,12,C,light,2022,182,1132,29,,,422.44,,,,,6.9675,9.0245
MEAD,12,C,light,2022,182,1132,30,,,419.6,,,,,6.9675,9.0245
MEAD,12,C,light,2022,182,1132,31,,,421.54,,,,,6.9675,9.0245
MEAD,12,C,light,2022,182,1132,32,,,419.39,,,,,6.9675,9.0245
MEAD,12,C,light,2022,182,1132,33,,,421.19,,,,,6.9675,9.0245
MEAD,12,C,light,2022,182,1132,34,,,418,,,,,6.9675,9.0245
MEAD,12,C,light,2022,182,1132,35,,,421.19,,,,,6.9675,9.0245
MEAD,12,C,light,2022,182,1132,36,,,419.6,,,,,6.9675,9.0245
MEAD,12,C,light,2022,182,1132,37,,,419.53,,,,,6.9675,9.0245
MEAD,12,C,light,2022,182,1132,38,,,420.64,,,,,6.9675,9.0245
MEAD,12,C,light,2022,182,1132,39,,,419.25,,,,,6.9675,9.0245
MEAD,12,C,light,2022,182,1132,40,,,418.76,,,,,6.9675,9.0245
MEAD,12,C,light,2022,182,1132,41,,,419.25,,,,,6.9675,9.0245
MEAD,12,C,light,2022,182,1132,42,,,420.22,,,,,6.9675,9.0245
MEAD,12,C,light,2022,182,1132,43,,,418.69,,,,,6.9675,9.0245
MEAD,12,C,light,2022,182,1132,44,,,419.46,,,,,6.9675,9.0245
MEAD,12,C,light,2022,182,1132,45,,,421.12,,,,,6.9675,9.0245
MEAD,12,C,light,2022,182,1132,46,,,419.94,,,,,6.9675,9.0245
MEAD,12,C,light,2022,182,1132,47,,,420.29,,,,,6.9675,9.0245
MEAD,12,C,light,2022,182,1132,48,,,419.6,,,,,6.9675,9.0245
MEAD,12,C,light,2022,182,1132,49,,,419.11,,,,,6.9675,9.0245
MEAD,12,C,light,2022,182,1132,50,,,418.83,,,,,6.9675,9.0245
MEAD,12,C,light,2022,182,1132,51,,,419.04,,,,,6.9675,9.0245
MEAD,12,C,light,2022,182,1132,52,,,420.84,,,,,6.9675,9.0245
MEAD,12,C,light,2022,182,1132,53,,,419.53,,,,,6.9675,9.0245
MEAD,12,C,light,2022,182,1132,54,,,418.97,,,,,6.9675,9.0245
MEAD,12,C,light,2022,182,1132,55,,,419.53,,,,,6.9675,9.0245
MEAD,12,C,light,2022,182,1132,56,,,418.35,,,,,6.9675,9.0245
MEAD,12,C,light,2022,182,1132,57,,,418.83,,,,,6.9675,9.0245
MEAD,12,C,light,2022,182,1132,58,,,418.14,,,,,6.9675,9.0245
MEAD,12,C,light,2022,182,1132,59,,,420.29,,,,,6.9675,9.0245
MEAD,12,C,light,2022,182,1133,0,,,418.14,,,,,6.9675,9.0245
MEAD,12,C,light,2022,182,1133,1,,,417.79,,,,,6.9675,9.0245
MEAD,12,C,light,2022,182,1133,2,,,419.6,,,,,6.9675,9.0245
MEAD,12,C,light,2022,182,1133,3,,,419.18,,,,,6.9675,9.0245
MEAD,12,C,light,2022,182,1133,4,,,419.6,,,,,6.9675,9.0245
MEAD,12,C,light,2022,182,1133,5,,,418.17,,,,,6.9675,9.0245
MEAD,12,C,light,2022,182,1133,6,,,419.46,,,,,6.9675,9.0245
MEAD,12,C,light,2022,182,1133,7,,,418.76,,,,,6.9675,9.0245
MEAD,12,C,light,2022,182,1133,8,,,418.68,,,,,6.9675,9.0245
MEAD,12,C,light,2022,182,1133,9,,,419.73,,,,,6.9675,9.0245
MEAD,12,C,light,2022,182,1133,10,,,418.28,,,,,6.9675,9.0245
MEAD,12,C,light,2022,182,1133,11,,,418.83,,,,,6.9675,9.0245
MEAD,12,C,light,2022,182,1133,12,,,418.42,,,,,6.9675,9.0245
MEAD,12,C,light,2022,182,1133,13,,,419.25,,,,,6.9675,9.0245
MEAD,12,C,light,2022,182,1133,14,,,418.97,,,,,6.9675,9.0245
MEAD,12,C,light,2022,182,1133,15,,,420.01,,,,,6.9675,9.0245
MEAD,12,C,light,2022,182,1133,16,,,417.38,,,,,6.9675,9.0245
MEAD,12,C,light,2022,182,1133,17,,,419.11,,,,,6.9675,9.0245
MEAD,12,C,light,2022,182,1133,18,,,418.62,,,,,6.9675,9.0245
MEAD,12,C,light,2022,182,1133,19,,,418.07,,,,,6.9675,9.0245
MEAD,12,C,light,2022,182,1133,20,,,418.56,,,,,6.9675,9.0245
MEAD,12,C,light,2022,182,1133,21,,,418.49,,,,,6.9675,9.0245
MEAD,12,C,light,2022,182,1133,22,,,418.83,,,,,6.9675,9.0245
MEAD,12,C,light,2022,182,1133,23,,,418.76,,,,,6.9675,9.0245
MEAD,12,C,light,2022,182,1133,24,,,418.49,,,,,6.9675,9.0245
MEAD,12,C,light,2022,182,1133,25,,,418.28,,,,,6.9675,9.0245
MEAD,12,C,light,2022,182,1133,26,,,417.86,,,,,6.9675,9.0245
MEAD,12,C,light,2022,182,1133,27,,,417.79,,,,,6.9675,9.0245
MEAD,12,C,light,2022,182,1133,28,,,419.04,,,,,6.9675,9.0245
MEAD,12,C,light,2022,182,1133,29,,,417.24,,,,,6.9675,9.0245
MEAD,12,C,light,2022,182,1133,30,,,417.86,,,,,6.9675,9.0245
MEAD,12,C,light,2022,182,1133,31,,,419.11,,,,,6.9675,9.0245
MEAD,12,C,light,2022,182,1133,32,,,418.28,,,,,6.9675,9.0245
MEAD,12,C,light,2022,182,1133,33,,,418.35,,,,,6.9675,9.0245
MEAD,12,C,light,2022,182,1133,34,,,418.56,,,,,6.9675,9.0245
MEAD,12,C,light,2022,182,1133,35,,,418.14,,,,,6.9675,9.0245
MEAD,12,C,light,2022,182,1133,36,,,418.28,,,,,6.9675,9.0245
MEAD,12,C,light,2022,182,1133,37,,,419.46,,,,,6.9675,9.0245
MEAD,12,C,light,2022,182,1133,38,,,418.97,,,,,6.9675,9.0245
MEAD,12,C,light,2022,182,1133,39,,,418.42,,,,,6.9675,9.0245
MEAD,12,C,light,2022,182,1133,40,,,417.03,,,,,6.9675,9.0245
MEAD,12,C,light,2022,182,1133,41,,,417.93,,,,,6.9675,9.0245
MEAD,12,C,light,2022,182,1133,42,,,416.75,,,,,6.9675,9.0245
MEAD,12,C,light,2022,182,1133,43,,,417.65,,,,,6.9675,9.0245
MEAD,12,C,light,2022,182,1133,44,,,418.62,,,,,6.9675,9.0245
MEAD,12,C,light,2022,182,1133,45,,,417.72,,,,,6.9675,9.0245
MEAD,12,C,light,2022,182,1133,46,,,417.38,,,,,6.9675,9.0245
MEAD,12,C,light,2022,182,1133,47,,,417.45,,,,,6.9675,9.0245
MEAD,12,C,light,2022,182,1133,48,,,417.24,,,,,6.9675,9.0245
MEAD,12,C,light,2022,182,1133,49,,,417.38,,,,,6.9675,9.0245
MEAD,12,C,light,2022,182,1133,50,,,416.4,,,,,6.9675,9.0245
MEAD,12,C,light,2022,182,1133,51,,,417.65,,,,,6.9675,9.0245
MEAD,12,C,light,2022,182,1133,52,,,418.83,,,,,6.9675,9.0245
MEAD,12,C,light,2022,182,1133,53,,,418.9,,,,,6.9675,9.0245
MEAD,12,C,light,2022,182,1133,54,,,417.24,,,,,6.9675,9.0245
MEAD,12,C,light,2022,182,1133,55,,,417.58,,,,,6.9675,9.0245
MEAD,12,C,light,2022,182,1133,56,,,418.83,,,,,6.9675,9.0245
MEAD,12,C,light,2022,182,1133,57,,,415.92,,,,,6.9675,9.0245
MEAD,12,C,light,2022,182,1133,58,,,417.24,,,,,6.9675,9.0245
MEAD,12,C,light,2022,182,1133,59,,,418.14,,,,,6.9675,9.0245
MEAD,12,C,light,2022,182,1134,0,,,417.58,,,,,6.9675,9.0245
MEAD,12,C,light,2022,182,1134,1,,,416.75,,,,,6.9675,9.0245
,,,,,,,,,,,,,,,,
MEAD,12,C,dark,2022,182,1136,0,,,419.39,,,,,6.6126,7.7117
MEAD,12,C,dark,2022,182,1136,1,,,421.4,,,,,6.6126,7.7117
MEAD,12,C,dark,2022,182,1136,2,,,421.19,,,,,6.6126,7.7117
MEAD,12,C,dark,2022,182,1136,3,,,419.73,,,,,6.6126,7.7117
MEAD,12,C,dark,2022,182,1136,4,,,419.67,,,,,6.6126,7.7117
MEAD,12,C,dark,2022,182,1136,5,,,420.64,,,,,6.6126,7.7117
MEAD,12,C,dark,2022,182,1136,6,,,421.82,,,,,6.6126,7.7117
MEAD,12,C,dark,2022,182,1136,7,,,419.46,,,,,6.6126,7.7117
MEAD,12,C,dark,2022,182,1136,8,,,420.5,,,,,6.6126,7.7117
MEAD,12,C,dark,2022,182,1136,9,,,420.64,,,,,6.6126,7.7117
MEAD,12,C,dark,2022,182,1136,10,,,420.98,,,,,6.6126,7.7117
MEAD,12,C,dark,2022,182,1136,11,,,419.46,,,,,6.6126,7.7117
MEAD,12,C,dark,2022,182,1136,12,,,422.16,,,,,6.6126,7.7117
MEAD,12,C,dark,2022,182,1136,13,,,420.22,,,,,6.6126,7.7117
MEAD,12,C,dark,2022,182,1136,14,,,419.39,,,,,6.6126,7.7117
MEAD,12,C,dark,2022,182,1136,15,,,420.5,,,,,6.6126,7.7117
MEAD,12,C,dark,2022,182,1136,16,,,420.08,,,,,6.6126,7.7117
MEAD,12,C,dark,2022,182,1136,17,,,420.84,,,,,6.6126,7.7117
MEAD,12,C,dark,2022,182,1136,18,,,421.26,,,,,6.6126,7.7117
MEAD,12,C,dark,2022,182,1136,19,,,420.22,,,,,6.6126,7.7117
MEAD,12,C,dark,2022,182,1136,20,,,419.53,,,,,6.6126,7.7117
MEAD,12,C,dark,2022,182,1136,21,,,421.33,,,,,6.6126,7.7117
MEAD,12,C,dark,2022,182,1136,22,,,418.76,,,,,6.6126,7.7117
MEAD,12,C,dark,2022,182,1136,23,,,420.57,,,,,6.6126,7.7117
MEAD,12,C,dark,2022,182,1136,24,,,420.5,,,,,6.6126,7.7117
MEAD,12,C,dark,2022,182,1136,25,,,421.88,,,,,6.6126,7.7117
MEAD,12,C,dark,2022,182,1136,26,,,421.05,,,,,6.6126,7.7117
MEAD,12,C,dark,2022,182,1136,27,,,420.91,,,,,6.6126,7.7117
MEAD,12,C,dark,2022,182,1136,28,,,420.29,,,,,6.6126,7.7117
MEAD,12,C,dark,2022,182,1136,29,,,421.61,,,,,6.6126,7.7117
MEAD,12,C,dark,2022,182,1136,30,,,420.4,,,,,6.6126,7.7117
MEAD,12,C,dark,2022,182,1136,31,,,420.15,,,,,6.6126,7.7117
MEAD,12,C,dark,2022,182,1136,32,,,422.72,,,,,6.6126,7.7117
MEAD,12,C,dark,2022,182,1136,33,,,420.22,,,,,6.6126,7.7117
MEAD,12,C,dark,2022,182,1136,34,,,421.68,,,,,6.6126,7.7117
MEAD,12,C,dark,2022,182,1136,35,,,419.67,,,,,6.6126,7.7117
MEAD,12,C,dark,2022,182,1136,36,,,421.4,,,,,6.6126,7.7117
MEAD,12,C,dark,2022,182,1136,37,,,421.82,,,,,6.6126,7.7117
MEAD,12,C,dark,2022,182,1136,38,,,420.01,,,,,6.6126,7.7117
MEAD,12,C,dark,2022,182,1136,39,,,421.95,,,,,6.6126,7.7117
MEAD,12,C,dark,2022,182,1136,40,,,420.36,,,,,6.6126,7.7117
MEAD,12,C,dark,2022,182,1136,41,,,421.95,,,,,6.6126,7.7117
MEAD,12,C,dark,2022,182,1136,42,,,422.3,,,,,6.6126,7.7117
MEAD,12,C,dark,2022,182,1136,43,,,421.19,,,,,6.6126,7.7117
MEAD,12,C,dark,2022,182,1136,44,,,420.91,,,,,6.6126,7.7117
MEAD,12,C,dark,2022,182,1136,45,,,420.98,,,,,6.6126,7.7117
MEAD,12,C,dark,2022,182,1136,46,,,421.61,,,,,6.6126,7.7117
MEAD,12,C,dark,2022,182,1136,47,,,421.82,,,,,6.6126,7.7117
MEAD,12,C,dark,2022,182,1136,48,,,420.91,,,,,6.6126,7.7117
MEAD,12,C,dark,2022,182,1136,49,,,422.81,,,,,6.6126,7.7117
MEAD,12,C,dark,2022,182,1136,50,,,421.33,,,,,6.6126,7.7117
MEAD,12,C,dark,2022,182,1136,51,,,422.76,,,,,6.6126,7.7117
MEAD,12,C,dark,2022,182,1136,52,,,421.8,,,,,6.6126,7.7117
MEAD,12,C,dark,2022,182,1136,53,,,420.84,,,,,6.6126,7.7117
MEAD,12,C,dark,2022,182,1136,54,,,422.79,,,,,6.6126,7.7117
MEAD,12,C,dark,2022,182,1136,55,,,420.71,,,,,6.6126,7.7117
MEAD,12,C,dark,2022,182,1136,56,,,422.44,,,,,6.6126,7.7117
MEAD,12,C,dark,2022,182,1136,57,,,421.82,,,,,6.6126,7.7117
MEAD,12,C,dark,2022,182,1136,58,,,420.91,,,,,6.6126,7.7117
MEAD,12,C,dark,2022,182,1136,59,,,422.3,,,,,6.6126,7.7117
MEAD,12,C,dark,2022,182,1137,0,,,419.53,,,,,6.6126,7.7117
MEAD,12,C,dark,2022,182,1137,1,,,421.95,,,,,6.6126,7.7117
MEAD,12,C,dark,2022,182,1137,2,,,421.12,,,,,6.6126,7.7117
MEAD,12,C,dark,2022,182,1137,3,,,422.16,,,,,6.6126,7.7117
MEAD,12,C,dark,2022,182,1137,4,,,422.44,,,,,6.6126,7.7117
MEAD,12,C,dark,2022,182,1137,5,,,421.26,,,,,6.6126,7.7117
MEAD,12,C,dark,2022,182,1137,6,,,422.16,,,,,6.6126,7.7117
